GeneID	GCWZC	GCWZG	GCWZH	GCWZN	GCWZO	GCWZP	GCWZS	GCWZT	GCWZU	GCWZW	GCWZX
gene_2296	0	0	0	12	12	2	2	1	10	2	13
gene_2297	0	0	0	78	36	12	19	22	31	12	42
gene_2298	0	0	0	124	127	42	25	36	60	28	121
gene_2299	0	0	0	170	125	56	41	48	82	34	157
gene_23	0	0	0	137	175	61	52	39	72	46	115
gene_230	0	0	0	687	153	74	33	50	123	26	141
gene_2300	0	0	0	16	11	4	1	8	6	1	10
gene_2301	0	0	0	96	55	51	37	42	64	30	110
gene_2302	0	0	0	0	0	0	0	0	0	0	0
gene_2303	0	0	0	68	48	25	32	35	47	18	91
gene_2304	0	0	0	0	1	0	0	0	0	0	0
gene_2305	0	0	0	29	42	26	38	21	39	20	55
gene_2306	0	0	0	138	104	16	32	19	59	61	106
gene_2307	0	0	0	2	1	2	1	6	3	2	6
gene_2308	0	0	0	12	9	1	8	8	4	1	13
gene_2309	0	0	0	42	22	8	5	7	16	4	16
gene_231	0	0	0	10	3	0	2	3	3	1	3
gene_2310	0	0	0	9	4	2	5	3	6	2	6
gene_2311	0	0	0	10	4	7	2	3	5	9	6
gene_2312	0	0	0	0	2	0	0	3	1	1	0
gene_2313	0	0	0	8	13	17	14	20	10	6	18
gene_2314	0	0	0	72	51	16	18	14	27	15	53
gene_2315	0	0	0	10	9	4	3	3	1	1	6
gene_2316	0	0	0	2	0	1	0	1	2	1	7
gene_2317	0	0	0	12	12	0	4	4	1	1	9
gene_2318	0	0	0	9	7	1	2	5	3	2	7
gene_2319	0	0	0	70	37	22	16	15	38	10	52
gene_232	0	0	0	21	7	1	0	3	4	3	3
gene_2320	0	0	0	37	14	10	6	6	10	5	21
gene_2321	0	0	0	20	20	5	5	3	10	0	14
gene_2322	0	0	0	19	16	4	3	2	6	1	8
gene_2323	0	0	0	18	7	4	4	10	12	1	11
gene_2324	0	0	0	60	63	14	9	18	6	6	25
gene_2325	0	0	0	20	9	3	4	4	4	1	6
gene_2326	0	0	0	16	8	4	2	7	5	4	12
gene_2327	0	0	0	174	122	61	53	59	71	41	148
gene_2328	0	0	0	4	2	0	0	0	0	0	1
gene_2329	0	0	0	353	321	69	42	81	105	41	193
gene_233	0	0	0	24	10	1	7	2	3	2	10
gene_2330	0	0	0	2	3	7	4	3	2	3	7
gene_2331	0	0	0	0	0	0	0	0	0	0	0
gene_2332	0	0	0	53	34	19	23	28	28	7	44
gene_2333	0	0	0	5	2	4	8	4	11	5	8
gene_2334	0	0	0	4	7	0	1	1	0	1	2
gene_2335	0	0	0	4	1	0	1	1	0	0	0
gene_2336	0	0	0	6	2	1	2	0	0	0	2
gene_2337	0	0	0	54	57	13	10	12	17	9	35
gene_2338	0	0	0	0	0	0	0	0	0	0	0
gene_2339	0	0	0	2	2	5	1	2	2	2	7
gene_234	0	0	0	43	31	11	6	23	17	3	29
gene_2340	0	0	0	24	14	7	5	7	13	2	25
gene_2341	0	0	0	123	120	23	11	25	26	22	70
gene_2342	0	0	0	19	26	5	2	1	1	1	5
gene_2343	0	0	0	0	0	0	0	0	0	0	0
gene_2344	0	0	0	11	7	2	2	3	2	2	4
gene_2345	0	0	0	11	3	5	2	3	3	5	6
gene_2346	0	0	0	198	114	222	204	308	300	163	657
gene_2347	0	0	0	5	2	2	0	0	0	0	11
gene_2348	0	0	0	19	7	9	9	3	8	1	15
gene_2349	0	0	0	41	33	4	8	4	7	7	18
gene_235	0	0	0	6	3	1	1	4	1	1	1
gene_2350	0	0	0	16	10	4	3	2	3	1	12
gene_2351	0	0	0	181	126	39	35	45	47	18	114
gene_2352	0	0	0	5	3	1	3	4	3	2	4
gene_2353	0	0	0	192	113	82	62	72	152	72	189
gene_2354	0	0	0	172	153	18	12	12	31	9	62
gene_2355	0	0	0	153	101	77	53	62	68	44	158
gene_2356	0	0	0	17	15	2	3	5	9	3	11
gene_2357	0	0	0	6	10	5	2	3	1	5	5
gene_2358	0	0	0	9	14	3	5	7	6	1	15
gene_2359	0	0	0	0	0	0	0	0	0	0	0
gene_236	0	0	0	26	13	9	7	13	14	11	18
gene_2360	0	0	0	9	7	1	5	3	7	5	5
gene_2361	0	0	0	74	38	17	6	18	18	8	53
gene_2362	0	0	0	22	22	12	2	0	8	8	17
gene_2363	0	0	0	56	50	17	9	19	23	12	97
gene_2364	0	0	0	14	15	0	6	8	3	5	14
gene_2365	0	0	0	6	7	3	1	4	5	1	2
gene_2366	0	0	0	3	3	0	1	3	2	1	1
gene_2367	0	0	0	15	15	2	6	7	5	3	14
gene_2368	0	0	0	26	4	6	0	6	7	3	14
gene_2369	0	0	0	13	4	4	1	5	2	1	6
gene_237	0	0	0	115	74	28	18	23	24	18	59
gene_2370	0	0	0	28	19	8	5	5	10	2	16
gene_2371	0	0	0	50	39	25	15	28	34	20	68
gene_2372	0	0	0	406	238	328	319	327	567	433	738
gene_2373	0	0	0	31	25	9	11	10	10	8	19
gene_2374	0	0	0	12	11	5	5	6	3	1	6
gene_2375	0	0	0	0	0	0	0	0	0	0	0
gene_2376	0	0	0	75	54	11	7	17	23	14	50
gene_2377	0	0	0	61	68	18	14	27	25	18	40
gene_2378	0	0	0	162	111	39	17	57	45	25	127
gene_2379	0	0	0	6	10	5	7	11	6	8	18
gene_238	0	0	0	16	10	7	4	7	13	3	16
gene_2380	0	0	0	61	55	14	11	17	12	9	49
gene_2381	0	0	0	21	22	8	15	16	34	12	51
gene_2382	0	0	0	12	11	13	5	3	5	5	3
gene_2383	0	0	0	11	3	4	5	5	5	2	9
gene_2384	0	0	0	22	14	6	7	11	11	0	16
gene_2385	0	0	0	52	43	17	9	17	13	9	29
gene_2386	0	0	0	20	17	7	7	8	11	4	10
gene_2387	0	0	0	5	6	1	4	4	2	2	6
gene_2388	0	0	0	50	40	7	5	20	8	5	28
gene_2389	0	0	0	16	4	1	0	0	0	0	6
gene_239	0	0	0	18	10	6	3	11	12	7	19
gene_2390	0	0	0	19	9	19	7	17	25	7	12
gene_2391	0	0	0	12	9	13	8	15	7	3	19
gene_2392	0	0	0	0	3	2	1	2	0	0	2
gene_2393	0	0	0	195	139	83	86	109	84	28	202
gene_2394	0	0	0	33	29	5	5	6	6	3	6
gene_2395	0	0	0	43	37	13	10	21	13	6	35
gene_2396	0	0	0	17	26	12	5	6	7	5	22
gene_2397	0	0	0	15	14	12	3	4	11	3	26
gene_2398	0	0	0	14	6	9	6	2	3	3	9
gene_2399	0	0	0	125	97	27	32	31	32	19	99
gene_24	0	0	0	37	37	16	5	9	17	10	34
gene_240	0	0	0	2	4	0	2	5	0	1	3
gene_2400	0	0	0	0	1	0	0	0	0	0	2
gene_2401	0	0	0	22	18	13	13	16	13	13	23
gene_2402	0	0	0	58	27	27	16	20	49	24	47
gene_2403	0	0	0	57	56	19	25	22	38	16	66
gene_2404	0	0	0	19	11	16	8	13	11	7	33
gene_2405	0	0	0	266	235	102	74	91	109	76	331
gene_2406	0	0	0	6	1	14	6	15	28	10	31
gene_2407	0	0	0	8	8	2	3	9	7	2	14
gene_2408	0	0	0	34	36	6	11	18	19	11	24
gene_2409	0	0	0	40	17	7	13	15	26	7	22
gene_241	0	0	0	27	22	16	14	9	17	5	20
gene_2410	0	0	0	65	31	8	7	14	31	9	34
gene_2411	0	0	0	16	10	5	2	3	3	3	6
gene_2412	0	0	0	0	5	1	3	1	5	7	17
gene_2413	0	0	0	63	40	19	14	21	24	13	32
gene_2414	0	0	0	33	26	15	18	19	12	11	35
gene_2415	0	0	0	9	12	1	4	3	3	5	12
gene_2416	0	0	0	2	0	3	0	1	1	1	4
gene_2417	0	0	0	14	19	5	6	7	6	4	26
gene_2418	0	0	0	331	150	64	53	50	116	54	179
gene_2419	0	0	0	7	4	1	1	3	3	0	5
gene_242	0	0	0	213	219	62	54	79	90	44	164
gene_2420	0	0	0	8	10	2	0	0	0	0	2
gene_2421	0	0	0	0	0	0	0	0	0	0	0
gene_2422	0	0	0	35	53	20	6	14	19	3	22
gene_2423	0	0	0	33	25	6	2	6	5	1	16
gene_2424	0	0	0	7	8	1	0	2	1	0	0
gene_2425	0	0	0	2	3	1	0	4	0	5	4
gene_2426	0	0	0	37	28	9	14	18	24	10	32
gene_2427	0	0	0	22	22	13	1	8	6	3	15
gene_2428	0	0	0	4	7	0	0	2	2	1	2
gene_2429	0	0	0	0	0	4	2	2	3	2	2
gene_243	0	0	0	0	0	4	2	3	2	2	2
gene_2430	0	0	0	26	24	3	3	7	8	6	15
gene_2431	0	0	0	8	2	6	5	9	2	3	8
gene_2432	0	0	0	2	5	2	0	1	0	1	4
gene_2433	0	0	0	66	55	11	8	18	20	13	28
gene_2434	0	0	0	43	24	12	12	7	16	13	19
gene_2435	0	0	0	9	2	3	5	6	4	5	9
gene_2436	0	0	0	1	1	3	1	1	4	1	4
gene_2437	0	0	0	36	55	26	21	27	42	29	84
gene_2438	0	0	0	14	10	7	4	13	7	8	13
gene_2439	0	0	0	53	45	31	16	25	43	23	51
gene_244	0	0	0	4	5	21	23	36	17	11	26
gene_2440	0	0	0	81	64	55	23	45	54	37	83
gene_2441	0	0	0	81	99	17	12	26	25	13	46
gene_2442	0	0	0	13	4	2	2	4	7	3	10
gene_2443	0	0	0	3	1	0	1	3	2	0	0
gene_2444	0	0	0	90	82	30	21	26	39	26	66
gene_2445	0	0	0	0	0	0	0	0	0	0	0
gene_2446	0	0	0	8	6	0	0	1	2	1	1
gene_2447	0	0	0	4	5	1	2	0	4	3	4
gene_2448	0	0	0	0	0	0	1	0	0	0	0
gene_2449	0	0	0	1	2	2	3	6	2	2	5
gene_245	0	0	0	101	46	26	14	25	37	18	77
gene_2450	0	0	0	6	5	5	7	5	6	5	8
gene_2451	0	0	0	8	9	1	3	2	3	4	10
gene_2452	0	0	0	55	58	13	6	7	12	9	21
gene_2453	0	0	0	0	0	0	0	0	0	0	0
gene_2454	0	0	0	0	0	0	0	0	0	0	0
gene_2455	0	0	0	108	86	11	11	21	26	6	44
gene_2456	0	0	0	109	74	19	22	34	41	13	88
gene_2457	0	0	0	1	0	0	0	0	0	0	0
gene_2458	0	0	0	4	2	0	1	0	1	5	3
gene_2459	0	0	0	63	53	21	16	19	27	20	50
gene_246	0	0	0	53	37	18	17	27	25	15	71
gene_2460	0	0	0	4	1	1	3	0	1	0	5
gene_2461	0	0	0	0	0	0	0	0	0	0	0
gene_2462	0	0	0	3	0	1	1	2	0	2	3
gene_2463	0	0	0	1	0	0	1	2	1	1	2
gene_2464	0	0	0	5	1	6	8	10	29	6	6
gene_2465	0	0	0	0	4	1	0	0	2	1	1
gene_2466	0	0	0	29	33	7	6	3	8	2	5
gene_2467	0	0	0	65	53	27	19	25	26	18	48
gene_2468	0	0	0	1	1	1	0	1	0	0	2
gene_2469	0	0	0	28	29	3	3	4	12	6	14
gene_247	0	0	0	7	2	3	2	1	6	2	16
gene_2470	0	0	0	41	33	7	6	9	16	4	22
gene_2471	0	0	0	31	29	7	7	6	13	10	16
gene_2472	0	0	0	5	6	6	1	2	1	2	6
gene_2473	0	0	0	4	3	1	2	3	1	2	5
gene_2474	0	0	0	70	36	18	17	29	25	19	51
gene_2475	0	0	0	42	37	9	14	15	17	14	39
gene_2476	0	0	0	8	5	1	5	5	2	0	5
gene_2477	0	0	0	46	39	11	16	13	12	7	28
gene_2478	0	0	0	27	24	14	17	8	20	15	38
gene_2479	0	0	0	33	28	6	5	16	15	6	23
gene_248	0	0	0	1	0	0	4	0	0	1	1
gene_2480	0	0	0	2	11	0	3	2	2	3	0
gene_2481	0	0	0	90	78	16	13	23	22	10	50
gene_2482	0	0	0	39	24	9	9	17	16	15	33
gene_2483	0	0	0	14	11	24	13	9	20	11	20
gene_2484	0	0	0	14	7	3	6	2	4	2	11
gene_2485	0	0	0	128	63	32	23	35	31	13	53
gene_2486	0	0	0	61	31	23	6	20	21	9	37
gene_2487	0	0	0	162	90	49	40	63	63	33	134
gene_2488	0	0	0	114	45	54	29	45	94	38	95
gene_2489	0	0	0	34	26	7	8	12	7	7	21
gene_249	0	0	0	3	3	2	0	1	0	4	11
gene_2490	0	0	0	50	63	22	17	23	37	23	58
gene_2491	0	0	0	32	22	7	3	8	12	5	9
gene_2492	0	0	0	204	139	145	109	138	215	114	319
gene_2493	0	0	0	5	2	2	0	1	0	2	1
gene_2494	0	0	0	102	54	24	10	15	14	13	70
gene_2495	0	0	0	9	14	5	1	3	2	3	17
gene_2496	0	0	0	51	27	6	5	10	11	5	27
gene_2497	0	0	0	91	29	25	20	26	25	15	52
gene_2498	0	0	0	45	27	10	16	17	21	11	20
gene_2499	0	0	0	0	0	0	0	0	1	0	1
gene_25	0	0	0	8	11	3	5	6	5	1	13
gene_250	0	0	0	4	0	0	1	1	0	0	0
gene_2500	0	0	0	14	14	14	12	6	19	38	29
gene_2501	0	0	0	50	36	14	21	14	20	15	39
gene_2502	0	0	0	78	58	32	20	41	37	13	66
gene_2503	0	0	0	0	0	0	0	0	0	0	1
gene_2504	0	0	0	0	0	0	1	0	0	0	1
gene_2505	0	0	0	11	14	5	3	2	7	6	11
gene_2506	0	0	0	40	20	8	7	7	11	7	9
gene_2507	0	0	0	2	3	4	0	1	2	0	2
gene_2508	0	0	0	18	9	6	3	2	3	1	10
gene_2509	0	0	0	72	38	12	9	25	16	13	24
gene_251	0	0	0	18	9	3	3	6	7	0	4
gene_2510	0	0	0	24	25	13	9	13	8	12	30
gene_2511	0	0	0	34	13	7	10	9	10	7	39
gene_2512	0	0	0	125	111	33	31	40	47	22	95
gene_2513	0	0	0	0	1	0	0	0	0	0	0
gene_2514	0	0	0	29	23	1	1	3	3	3	13
gene_2515	0	0	0	10	6	2	1	1	1	1	0
gene_2516	0	0	0	24	21	14	8	6	13	8	25
gene_2517	0	0	0	33	17	5	4	14	6	3	11
gene_2518	0	0	0	19	13	8	4	8	7	2	22
gene_2519	0	0	0	25	17	24	29	35	40	12	40
gene_252	0	0	0	11	7	5	1	9	1	1	8
gene_2520	0	0	0	0	1	0	0	1	0	1	1
gene_2521	0	0	0	11	11	2	6	8	2	1	5
gene_2522	0	0	0	35	27	3	9	6	10	5	19
gene_2523	0	0	0	21	53	11	6	10	12	4	21
gene_2524	0	0	0	0	1	0	0	1	0	0	3
gene_2525	0	0	0	50	23	10	4	12	7	1	17
gene_2526	0	0	0	680	499	131	98	135	180	89	278
gene_2527	0	0	0	0	0	0	0	0	0	0	0
gene_2528	0	0	0	0	2	0	0	0	0	0	0
gene_2529	0	0	0	26	33	4	4	6	13	3	23
gene_253	0	0	0	30	17	11	4	17	20	7	33
gene_2530	0	0	0	12	11	2	2	3	4	5	2
gene_2531	0	0	0	5	2	0	1	0	1	5	2
gene_2532	0	0	0	24	34	6	6	6	7	7	9
gene_2533	0	0	0	47	64	9	7	5	17	3	26
gene_2534	0	0	0	0	0	0	0	1	0	0	1
gene_2535	0	0	0	135	105	31	35	35	41	16	90
gene_2536	0	0	0	368	86	111	54	56	246	93	191
gene_2537	0	0	0	19	15	4	2	5	9	4	10
gene_2538	0	0	0	14	10	14	22	29	27	25	63
gene_2539	0	0	0	38	26	16	19	22	22	11	50
gene_254	0	0	0	0	0	0	0	0	0	0	0
gene_2540	0	0	0	54	33	12	12	16	6	6	30
gene_2541	0	0	0	1	1	2	4	0	3	2	3
gene_2542	0	0	0	12	20	27	24	16	31	10	49
gene_2543	0	0	0	25	11	5	3	6	10	6	9
gene_2544	0	0	0	6	6	2	0	1	0	1	2
gene_2545	0	0	0	26	8	7	5	6	9	4	18
gene_2546	0	0	0	1	0	0	0	0	0	0	1
gene_2547	0	0	0	5	10	10	21	28	18	27	41
gene_2548	0	0	0	19	19	7	16	21	7	13	44
gene_2549	0	0	0	188	119	22	29	44	21	12	82
gene_255	0	0	0	36	27	47	40	47	64	27	74
gene_2550	0	0	0	82	61	53	28	39	56	33	91
gene_2551	0	0	0	50	41	14	10	19	19	12	31
gene_2552	0	0	0	86	75	15	19	28	26	10	53
gene_2553	0	0	0	14	17	3	2	6	1	1	6
gene_2554	0	0	0	1	0	0	0	0	0	0	3
gene_2555	0	0	0	0	0	2	0	0	0	0	3
gene_2556	0	0	0	7	6	1	1	2	3	1	2
gene_2557	0	0	0	76	41	26	31	24	27	14	41
gene_2558	0	0	0	6	12	2	2	0	9	3	6
gene_2559	0	0	0	5	2	1	0	2	3	5	3
gene_256	0	0	0	4	6	0	0	0	0	0	0
gene_2560	0	0	0	0	0	0	0	1	0	0	0
gene_2561	0	0	0	5	2	2	2	1	2	0	2
gene_2562	0	0	0	0	0	0	0	0	0	0	0
gene_2563	0	0	0	64	40	27	19	24	31	9	71
gene_2564	0	0	0	0	0	0	0	0	0	0	0
gene_2565	0	0	0	3	5	1	1	1	3	1	8
gene_2566	0	0	0	10	6	5	2	5	3	4	12
gene_2567	0	0	0	21	17	7	6	9	8	11	15
gene_2568	0	0	0	828	549	293	171	266	295	185	579
gene_2569	0	0	0	107	59	18	31	31	29	16	81
gene_257	0	0	0	3	1	3	0	2	0	1	4
gene_2570	0	0	0	22	11	4	11	9	9	2	24
gene_2571	0	0	0	9	10	2	1	5	0	2	6
gene_2572	0	0	0	329	341	141	141	137	189	95	300
gene_2573	0	0	0	15	9	2	7	8	1	1	9
gene_2574	0	0	0	0	0	0	0	0	0	0	0
gene_2575	0	0	0	67	62	24	19	23	26	21	53
gene_2576	0	0	0	171	148	94	67	78	82	53	157
gene_2577	0	0	0	108	57	52	69	57	86	43	118
gene_2578	0	0	0	32	23	9	9	12	14	2	22
gene_2579	0	0	0	60	64	44	29	30	70	33	95
gene_258	0	0	0	174	165	110	73	107	128	61	204
gene_2580	0	0	0	24	26	9	10	11	15	4	23
gene_2581	0	0	0	20	20	6	5	7	4	1	16
gene_2582	0	0	0	0	1	0	0	2	1	0	1
gene_2583	0	0	0	46	30	12	4	15	30	16	32
gene_2584	0	0	0	8	11	1	2	3	3	1	7
gene_2585	0	0	0	5	14	0	0	2	0	2	2
gene_2586	0	0	0	50	20	8	3	13	8	4	18
gene_2587	0	0	0	33	29	3	14	10	14	6	42
gene_2588	0	0	0	0	0	0	0	0	0	0	0
gene_2589	0	0	0	61	30	22	7	18	30	8	36
gene_259	0	0	0	33	23	9	12	11	15	12	48
gene_2590	0	0	0	3	6	11	10	9	10	5	5
gene_2591	0	0	0	0	1	2	2	0	0	0	2
gene_2592	0	0	0	61	21	8	6	8	11	4	19
gene_2593	0	0	0	122	90	28	31	35	42	28	111
gene_2594	0	0	0	19	12	2	4	9	10	9	13
gene_2595	0	0	0	2	0	1	0	0	0	2	0
gene_2596	0	0	0	0	0	0	0	0	0	0	0
gene_2597	0	0	0	2	2	0	3	0	0	0	4
gene_2598	0	0	0	6	2	6	11	8	6	2	6
gene_2599	0	0	0	33	13	17	13	16	30	13	50
gene_26	0	0	0	23	22	4	5	7	6	3	23
gene_260	0	0	0	12	4	2	0	3	5	0	8
gene_2600	0	0	0	22	9	13	10	10	18	9	29
gene_2601	0	0	0	81	50	29	26	39	51	20	54
gene_2602	0	0	0	83	78	36	28	30	56	32	213
gene_2603	0	0	0	0	0	0	0	0	0	0	0
gene_2604	0	0	0	0	0	0	0	0	0	0	0
gene_2605	0	0	0	769	462	555	330	327	1080	585	3900
gene_2606	0	0	0	28	21	11	12	14	16	13	25
gene_2607	0	0	0	40	41	2	4	11	9	3	19
gene_2608	0	0	0	34	28	5	3	9	4	3	14
gene_2609	0	0	0	0	0	0	0	0	0	0	0
gene_261	0	0	0	4	3	0	0	2	1	0	3
gene_2610	0	0	0	76	52	29	9	24	21	9	31
gene_2611	0	0	0	10	10	3	1	2	1	4	1
gene_2612	0	0	0	1	3	2	1	1	4	0	4
gene_2613	0	0	0	1	0	0	0	0	0	0	2
gene_2614	0	0	0	75	48	22	20	29	30	12	57
gene_2615	0	0	0	64	50	14	16	25	30	17	50
gene_2616	0	0	0	42	71	39	37	30	46	21	79
gene_2617	0	0	0	26	19	9	8	10	19	9	22
gene_2618	0	0	0	4	4	0	0	3	2	0	65
gene_2619	0	0	0	27	23	16	10	16	17	11	27
gene_262	0	0	0	365	267	121	95	146	161	61	284
gene_2620	0	0	0	17	10	6	2	5	5	3	20
gene_2621	0	0	0	3	1	1	3	3	1	1	8
gene_2622	0	0	0	1	2	4	1	3	3	0	3
gene_2623	0	0	0	108	99	32	18	35	33	15	76
gene_2624	0	0	0	42	21	9	11	15	20	13	32
gene_2625	0	0	0	6	5	2	1	1	4	4	5
gene_2626	0	0	0	97	42	15	14	14	19	6	46
gene_2627	0	0	0	19	8	2	5	7	5	2	15
gene_2628	0	0	0	6	11	0	0	1	0	1	2
gene_2629	0	0	0	11	11	2	0	2	5	0	4
gene_263	0	0	0	0	0	0	0	0	0	0	0
gene_2630	0	0	0	218	170	50	42	71	68	30	143
gene_2631	0	0	0	33	32	14	9	14	27	13	34
gene_2632	0	0	0	6	8	15	7	9	16	12	23
gene_2633	0	0	0	4	4	3	3	0	19	10	27
gene_2634	0	0	0	0	0	0	0	0	0	0	0
gene_2635	0	0	0	144	111	25	18	28	46	31	91
gene_2636	0	0	0	0	0	0	0	0	0	0	0
gene_2637	0	0	0	1	1	0	0	3	3	0	0
gene_2638	0	0	0	10	6	8	4	8	14	10	16
gene_2639	0	0	0	67	43	13	11	12	21	9	29
gene_264	0	0	0	0	0	1	0	0	1	0	0
gene_2640	0	0	0	0	0	2	0	0	0	1	0
gene_2641	0	0	0	7	17	4	4	2	4	5	2
gene_2642	0	0	0	50	41	25	10	14	30	14	34
gene_2643	0	0	0	54	35	120	141	129	129	75	216
gene_2644	0	0	0	5	4	0	3	6	6	2	12
gene_2645	0	0	0	66	35	21	19	26	21	15	77
gene_2646	0	0	0	1	1	0	0	0	0	0	2
gene_2647	0	0	0	21	7	11	6	15	16	12	10
gene_2648	0	0	0	22	19	5	4	8	6	4	18
gene_2649	0	0	0	1	0	3	0	1	4	2	6
gene_265	0	0	0	5	0	0	5	8	3	3	9
gene_2650	0	0	0	2	1	0	0	0	1	0	1
gene_2651	0	0	0	177	79	45	26	38	57	22	96
gene_2652	0	0	0	140	81	65	24	24	34	32	26
gene_2653	0	0	0	8	5	4	2	3	4	2	13
gene_2654	0	0	0	433	221	101	82	126	121	52	265
gene_2655	0	0	0	22	27	12	4	5	25	5	19
gene_2656	0	0	0	276	234	61	45	94	54	39	214
gene_2657	0	0	0	48	26	23	11	24	28	14	33
gene_2658	0	0	0	0	0	0	0	0	0	0	0
gene_2659	0	0	0	0	0	0	0	0	0	0	0
gene_266	0	0	0	0	2	0	1	1	2	1	8
gene_2660	0	0	0	48	31	16	15	18	19	8	27
gene_2661	0	0	0	0	0	0	0	0	0	0	0
gene_2662	0	0	0	104	48	32	26	33	49	16	66
gene_2663	0	0	0	7	7	7	5	3	3	3	3
gene_2664	0	0	0	0	1	0	0	0	0	0	0
gene_2665	0	0	0	35	79	7	6	12	13	3	26
gene_2666	0	0	0	11	8	0	3	4	2	1	9
gene_2667	0	0	0	1	0	0	0	0	0	0	0
gene_2668	0	0	0	113	91	17	30	37	41	22	78
gene_2669	0	0	0	169	175	42	34	47	57	35	113
gene_267	0	0	0	39	42	15	12	13	16	8	27
gene_2670	0	0	0	147	107	26	30	51	35	26	140
gene_2671	0	0	0	462	551	118	67	160	117	63	180
gene_2672	0	0	0	0	0	0	0	0	0	0	0
gene_2673	0	0	0	13	11	11	5	2	14	2	31
gene_2674	0	0	0	0	0	0	0	0	1	0	2
gene_2675	0	0	0	0	0	0	0	0	0	0	0
gene_2676	0	0	0	2	3	1	0	2	1	0	4
gene_2677	0	0	0	30	16	6	8	6	3	5	19
gene_2678	0	0	0	87	62	41	23	39	55	24	86
gene_2679	0	0	0	0	5	1	0	0	0	0	0
gene_268	0	0	0	6	4	3	0	1	1	2	3
gene_2680	0	0	0	2	1	3	2	1	1	1	1
gene_2681	0	0	0	8	7	2	2	1	1	0	11
gene_2682	0	0	0	5	34	2	4	5	1	0	7
gene_2683	0	0	0	18	24	7	10	7	14	7	7
gene_2684	0	0	0	1	1	0	0	0	2	0	0
gene_2685	0	0	0	1	0	2	7	3	0	1	8
gene_2686	0	0	0	0	0	1	0	0	0	0	0
gene_2687	0	0	0	0	1	1	0	2	1	0	0
gene_2688	0	0	0	22	30	5	3	7	7	4	13
gene_2689	0	0	0	369	263	124	71	125	116	54	313
gene_269	0	0	0	42	39	18	18	22	28	15	53
gene_2690	0	0	0	338	259	175	141	174	195	133	435
gene_2691	0	0	0	44	12	9	13	11	12	7	27
gene_2692	0	0	0	0	0	0	0	0	0	0	0
gene_2693	0	0	0	1	1	0	1	0	1	1	1
gene_2694	0	0	0	6	5	8	5	6	8	3	17
gene_2695	0	0	0	31	19	8	11	15	19	5	23
gene_2696	0	0	0	167	106	78	57	119	76	49	185
gene_2697	0	0	0	232	59	40	34	63	100	67	239
gene_2698	0	0	0	39	8	2	4	4	4	2	26
gene_2699	0	0	0	44	34	14	11	10	15	5	41
gene_27	0	0	0	19	21	4	3	4	6	3	5
gene_270	0	0	0	0	0	0	0	0	0	0	0
gene_2700	0	0	0	9	9	0	0	5	3	1	6
gene_2701	0	0	0	139	99	52	39	44	67	41	118
gene_2702	0	0	0	20	6	9	5	15	9	4	14
gene_2703	0	0	0	2	2	7	3	1	6	4	6
gene_2704	0	0	0	13	9	5	11	8	6	2	14
gene_2705	0	0	0	8	9	4	3	4	7	6	11
gene_2706	0	0	0	3	3	11	10	4	17	9	21
gene_2707	0	0	0	38	26	13	10	21	20	20	32
gene_2708	0	0	0	41	21	8	6	12	8	19	32
gene_2709	0	0	0	5	2	1	2	2	1	1	3
gene_271	0	0	0	13	8	1	1	0	8	1	13
gene_2710	0	0	0	54	24	17	16	27	17	12	37
gene_2711	0	0	0	12	12	2	3	2	9	0	6
gene_2712	0	0	0	27	17	9	7	12	19	3	12
gene_2713	0	0	0	43	37	8	5	15	16	9	23
gene_2714	0	0	0	286	187	85	52	93	110	38	225
gene_2715	0	0	0	48	54	15	11	14	13	9	67
gene_2716	0	0	0	6	6	1	1	3	7	2	6
gene_2717	0	0	0	2	6	2	0	4	5	3	12
gene_2718	0	0	0	37	39	14	10	2	12	3	26
gene_2719	0	0	0	215	104	54	42	55	72	36	117
gene_272	0	0	0	80	48	27	19	29	45	17	49
gene_2720	0	0	0	228	311	74	16	25	22	11	28
gene_2721	0	0	0	104	49	20	14	21	32	9	59
gene_2722	0	0	0	35	11	44	11	13	60	20	41
gene_2723	0	0	0	36	6	9	5	6	5	5	13
gene_2724	0	0	0	49	28	13	17	18	16	5	31
gene_2725	0	0	0	35	30	12	8	10	21	5	27
gene_2726	0	0	0	0	5	4	1	2	6	1	10
gene_2727	0	0	0	157	125	48	46	49	53	43	158
gene_2728	0	0	0	61	41	20	19	20	29	7	34
gene_2729	0	0	0	55	43	15	8	25	27	9	52
gene_273	0	0	0	4	17	5	5	7	8	4	11
gene_2730	0	0	0	56	42	25	27	33	49	22	76
gene_2731	0	0	0	0	0	0	0	0	0	0	0
gene_2732	0	0	0	0	0	0	0	0	0	0	0
gene_2733	0	0	0	0	0	0	0	0	0	0	0
gene_2734	0	0	0	87	33	42	28	21	41	25	64
gene_2735	0	0	0	12	10	2	4	3	6	4	7
gene_2736	0	0	0	0	0	0	0	0	0	0	0
gene_2737	0	0	0	51	42	11	5	6	6	7	23
gene_2738	0	0	0	1	1	0	0	0	3	3	27
gene_2739	0	0	0	2315	1375	522	434	551	734	391	2620
gene_274	0	0	0	2	2	0	0	1	4	2	2
gene_2740	0	0	0	12	20	1	2	8	4	2	12
gene_2741	0	0	0	13	2	5	5	8	12	3	26
gene_2742	0	0	0	40	25	5	9	9	12	4	21
gene_2743	0	0	0	69	54	12	5	10	27	16	46
gene_2744	0	0	0	44	48	8	9	21	18	10	42
