GeneID	GGAYA	GGAYB	GGAYC	GGAYG	GGAYH	GGAYS	GGAYT	GGAYU	GGAYW	GGAYN	GGAYO	GGAYP
gene_5904	0	0	0	16	43	11	15	9	7	15	24	15
gene_5905	0	0	0	9	3	4	3	3	4	3	5	10
gene_5906	0	0	0	140	254	128	100	248	137	87	196	285
gene_5907	0	0	0	16	30	19	14	32	17	14	31	42
gene_5908	0	0	0	5	3	6	8	6	4	6	4	14
gene_5909	0	0	0	13	12	2	0	0	3	0	5	2
gene_591	0	0	0	3	0	0	0	0	0	2	2	0
gene_5910	0	0	0	0	0	0	0	0	0	0	0	0
gene_5911	0	0	0	0	0	0	0	0	0	0	0	0
gene_5912	0	0	0	0	0	0	0	0	0	0	0	0
gene_5913	0	0	0	0	0	0	1	2	4	1	0	1
gene_5914	0	0	0	1	0	3	1	0	0	0	0	0
gene_5915	0	0	0	0	0	0	0	0	0	0	0	0
gene_5916	0	0	0	0	0	0	1	0	0	0	0	0
gene_5917	0	0	0	2	0	0	0	1	0	0	0	0
gene_5918	0	0	0	0	0	0	0	0	0	0	0	0
gene_5919	0	0	0	0	0	0	0	0	1	0	0	0
gene_592	0	0	0	43	36	22	20	29	11	26	28	38
gene_5920	0	0	0	2	1	3	5	3	3	3	2	6
gene_5921	0	0	0	0	6	0	2	2	0	5	10	3
gene_5922	0	0	0	3	1	0	1	0	1	0	0	3
gene_5923	0	0	0	50	77	37	46	73	23	23	50	112
gene_5924	0	0	0	0	0	0	0	0	0	0	0	0
gene_5925	0	0	0	3	0	1	0	3	2	1	2	4
gene_5926	0	0	0	1	0	0	0	3	0	1	0	0
gene_5927	0	0	0	0	0	0	0	0	0	0	0	0
gene_5928	0	0	0	1	3	0	0	0	0	0	0	0
gene_5929	0	0	0	21	20	7	13	39	20	12	20	41
gene_593	0	0	0	6	6	7	16	11	10	12	11	31
gene_5930	0	0	0	0	0	0	0	3	1	1	0	5
gene_5931	0	0	0	0	1	1	1	1	0	1	1	2
gene_5932	0	0	0	20	45	11	4	13	5	6	21	20
gene_5933	0	0	0	78	62	88	151	152	150	140	170	302
gene_5934	0	0	0	26	34	22	19	16	16	15	37	30
gene_5935	0	0	0	30	22	13	17	15	16	9	29	36
gene_5936	0	0	0	8	13	6	3	6	3	2	3	13
gene_5937	0	0	0	22	29	13	22	37	19	19	46	53
gene_5938	0	0	0	36	60	14	49	50	72	91	84	101
gene_5939	0	0	0	34	29	16	12	32	22	16	30	55
gene_594	0	0	0	0	5	0	2	6	1	2	4	2
gene_5940	0	0	0	0	0	0	0	0	0	0	0	0
gene_5941	0	0	0	5	13	3	9	13	8	5	5	9
gene_5942	0	0	0	7	5	11	7	7	7	5	3	12
gene_5943	0	0	0	15	18	11	5	19	12	20	23	35
gene_5944	0	0	0	38	55	36	3	8	7	2	7	11
gene_5945	0	0	0	20	28	15	28	27	22	29	32	57
gene_5946	0	0	0	0	0	0	0	0	0	0	0	0
gene_5947	0	0	0	0	0	0	0	0	0	0	0	0
gene_5948	0	0	0	0	0	0	0	0	0	0	0	0
gene_5949	0	0	0	20	18	16	4	6	0	15	9	12
gene_595	0	0	0	50	64	41	21	28	27	19	49	64
gene_5950	0	0	0	48	86	31	27	38	22	30	43	50
gene_5951	0	0	0	10	16	12	5	8	6	7	5	9
gene_5952	0	0	0	13	20	10	9	15	12	4	12	15
gene_5953	0	0	0	0	0	0	0	0	0	0	0	0
gene_5954	0	1	0	23	29	25	55	78	113	213	202	220
gene_5955	0	0	0	103	119	56	71	89	67	95	114	203
gene_5956	0	0	0	1	0	0	0	0	2	0	0	2
gene_5957	0	0	0	0	0	0	0	0	0	0	0	0
gene_5958	0	0	0	11	14	10	16	27	4	13	27	22
gene_5959	0	0	0	1	2	1	1	3	2	3	1	8
gene_596	0	0	0	2	2	5	5	6	1	3	3	6
gene_5960	0	0	0	0	0	0	0	0	1	2	1	1
gene_5961	0	0	0	13	9	4	5	9	7	7	10	13
gene_5962	0	0	0	17	21	13	9	10	11	6	18	18
gene_5963	0	0	0	7	6	9	9	4	5	1	4	6
gene_5964	0	0	0	0	1	2	1	0	0	3	6	7
gene_5965	0	0	0	11	17	10	15	13	8	13	10	14
gene_5966	0	0	0	86	93	35	41	58	54	36	81	100
gene_5967	0	0	0	1	3	3	3	8	1	3	4	3
gene_5968	0	0	0	48	86	39	34	69	27	37	74	62
gene_5969	0	0	0	2	1	1	6	1	1	2	1	7
gene_597	0	0	0	0	1	0	0	1	1	1	1	0
gene_5970	0	0	0	0	0	0	0	0	0	0	0	0
gene_5971	0	0	0	5	1	2	4	13	5	6	5	8
gene_5972	0	0	0	10	13	5	34	41	4	29	62	87
gene_5973	0	0	0	8	18	8	10	27	19	7	11	38
gene_5974	0	0	0	5	10	8	9	11	4	6	5	19
gene_5975	0	0	0	65	59	41	22	53	40	40	46	93
gene_5976	0	0	0	19	40	18	35	50	30	38	63	53
gene_5977	0	0	0	5	6	4	3	3	7	3	10	5
gene_5978	0	0	0	11	29	17	9	17	4	6	15	15
gene_5979	0	0	0	3	15	5	1	5	0	4	1	6
gene_598	0	0	0	13	11	18	29	29	19	21	54	73
gene_5980	0	0	0	0	1	0	2	0	1	2	2	1
gene_5981	0	0	0	0	0	0	0	0	0	0	0	0
gene_5982	0	0	0	3	7	8	5	10	4	4	5	18
gene_5983	0	0	0	11	21	14	4	18	9	4	17	17
gene_5984	0	0	0	1	2	3	3	1	3	0	2	1
gene_5985	0	0	0	3	4	10	15	16	14	16	32	41
gene_5986	0	0	0	37	70	33	11	23	17	11	27	42
gene_5987	0	0	0	7	11	6	1	3	3	3	8	7
gene_5988	0	0	0	0	0	0	0	0	0	0	0	1
gene_5989	0	0	0	16	4	8	4	3	4	13	10	11
gene_599	0	0	0	0	0	0	0	0	0	0	0	0
gene_5990	0	0	0	0	2	0	2	0	1	0	6	0
gene_5991	0	0	0	18	44	15	16	27	22	20	17	39
gene_5992	0	0	0	0	3	2	4	4	6	8	6	9
gene_5993	0	0	0	0	0	1	0	0	0	0	0	0
gene_5994	0	0	0	15	33	16	13	33	5	18	53	32
gene_5995	0	0	0	7	4	5	5	9	6	11	21	14
gene_5996	0	0	0	44	68	38	60	66	47	25	59	95
gene_5997	0	0	0	0	0	1	0	1	2	1	0	0
gene_5998	0	0	0	0	0	0	0	0	0	0	0	0
gene_5999	0	0	0	1	3	1	1	7	5	3	10	5
gene_6	0	0	0	22	40	14	15	17	14	16	36	25
gene_60	0	0	0	14	8	5	9	17	5	7	13	20
gene_600	0	0	0	3	1	2	4	3	0	3	9	11
gene_6000	0	0	0	22	38	14	13	25	12	15	19	54
gene_6001	0	0	0	0	0	0	1	2	2	1	3	2
gene_6002	0	0	0	0	0	0	5	2	3	3	2	8
gene_6003	0	0	0	4	8	5	7	14	5	10	6	14
gene_6004	0	0	0	6	5	7	3	0	5	2	1	9
gene_6005	0	0	0	37	59	33	15	27	13	17	34	32
gene_6006	0	0	0	5	10	4	6	4	2	2	6	4
gene_6007	0	0	0	25	30	22	30	49	21	23	39	81
gene_6008	0	0	0	8	12	5	6	9	6	3	10	13
gene_6009	0	0	0	2	1	2	1	0	1	2	1	0
gene_601	0	0	0	3	3	4	1	2	4	5	5	5
gene_6010	0	0	0	22	31	12	11	35	19	19	39	29
gene_6011	0	0	0	0	0	0	0	0	0	0	0	0
gene_6012	0	0	0	0	0	0	0	0	0	0	0	0
gene_6013	0	0	0	7	15	5	7	12	4	8	7	9
gene_6014	0	0	0	2	1	2	3	5	1	7	1	5
gene_6015	0	0	0	14	7	2	10	10	7	7	20	19
gene_6016	0	0	0	32	30	20	30	40	22	28	41	51
gene_6017	0	0	0	0	0	0	0	1	0	0	0	1
gene_6018	0	0	0	0	0	4	4	6	2	0	1	4
gene_6019	0	0	0	4	2	3	3	4	5	0	7	5
gene_602	0	0	0	2	10	5	3	5	3	5	8	12
gene_6020	0	0	0	0	0	0	0	0	0	0	0	0
gene_6021	0	0	0	1	1	4	1	2	4	0	2	3
gene_6022	0	0	0	8	15	10	2	6	1	5	6	5
gene_6023	0	0	0	1	1	3	0	3	2	10	3	5
gene_6024	0	0	0	3	3	1	19	18	20	25	29	23
gene_6025	0	0	0	1	2	2	4	1	5	0	1	4
gene_6026	0	0	0	3	12	8	2	5	4	0	3	4
gene_6027	0	0	0	79	30	32	29	68	37	38	40	91
gene_6028	0	0	0	5	0	1	3	5	0	0	1	0
gene_6029	0	0	0	0	0	0	0	0	0	0	0	1
gene_603	0	0	0	1	0	0	1	0	0	1	0	0
gene_6030	0	0	0	15	33	15	8	15	8	11	15	26
gene_6031	0	0	0	2	4	3	2	7	1	2	5	11
gene_6032	0	0	0	0	5	1	4	2	1	1	1	2
gene_6033	0	0	0	19	44	19	15	17	13	9	9	40
gene_6034	0	0	0	4	8	9	2	3	1	7	3	3
gene_6035	0	0	0	0	6	7	1	11	5	1	7	7
gene_6036	0	0	0	3	4	0	0	3	0	0	0	1
gene_6037	0	0	0	164	219	118	83	95	65	77	146	160
gene_6038	0	0	0	8	5	2	36	37	52	14	64	36
gene_6039	0	0	0	14	36	20	12	33	20	21	18	46
gene_604	0	0	0	12	6	5	15	9	15	7	14	26
gene_6040	0	0	0	26	42	33	32	37	23	17	21	54
gene_6041	0	0	0	4	8	2	6	2	4	1	12	2
gene_6042	0	0	0	1	6	3	1	2	6	1	1	3
gene_6043	0	0	0	45	53	35	21	43	20	17	35	51
gene_6044	0	0	0	0	0	0	0	0	0	0	0	0
gene_6045	0	0	0	3	7	1	0	6	5	1	3	3
gene_6046	0	0	0	4	1	1	2	2	4	5	3	4
gene_6047	0	0	0	6	9	3	0	2	6	5	2	6
gene_6048	0	0	0	12	17	12	9	20	12	4	20	39
gene_6049	0	0	0	11	16	7	13	15	8	16	14	33
gene_605	2	0	0	372	304	178	368	523	250	318	357	648
gene_6050	0	0	0	9	13	8	10	11	10	5	8	15
gene_6051	0	0	0	3	17	3	10	8	4	9	7	15
gene_6052	0	0	0	77	145	61	39	91	55	43	80	121
gene_6053	0	0	0	5	10	5	5	8	17	6	6	10
gene_6054	0	0	0	39	68	30	14	23	18	19	21	59
gene_6055	0	0	0	25	38	17	5	6	14	6	4	22
gene_6056	0	0	0	38	51	35	24	31	26	23	27	53
gene_6057	0	0	0	0	0	0	0	0	0	0	0	0
gene_6058	0	0	0	0	0	0	1	3	0	0	1	0
gene_6059	0	0	0	14	9	9	34	32	16	12	26	46
gene_606	0	0	0	4	21	6	2	2	2	0	7	5
gene_6060	0	0	0	5	15	11	13	21	16	14	17	24
gene_6061	0	0	0	8	7	9	11	10	3	3	6	10
gene_6062	0	0	0	13	4	15	8	7	6	4	15	27
gene_6063	0	0	0	56	77	92	6	38	28	7	11	52
gene_6064	0	0	0	36	61	48	12	14	18	10	18	30
gene_6065	0	0	0	9	11	4	6	7	5	13	9	11
gene_6066	0	0	0	0	1	0	0	3	1	1	1	2
gene_6067	0	0	0	5	6	5	2	10	5	8	5	15
gene_6068	0	0	0	0	0	0	0	0	0	0	0	0
gene_6069	0	0	0	0	0	0	0	0	0	0	0	0
gene_607	0	0	0	1	8	3	0	3	1	4	1	3
gene_6070	0	0	0	0	0	0	0	1	0	0	0	0
gene_6071	0	0	0	17	26	29	11	14	9	12	16	24
gene_6072	0	0	0	17	19	13	24	10	7	8	15	21
gene_6073	0	0	0	6	12	7	5	9	6	14	9	15
gene_6074	0	0	0	0	0	0	0	0	0	0	0	0
gene_6075	0	0	0	12	20	9	3	6	4	4	11	10
gene_6076	0	0	0	73	111	80	57	70	44	64	115	127
gene_6077	0	0	0	5	3	2	0	3	0	0	1	1
gene_6078	0	0	0	0	0	0	0	0	0	0	0	0
gene_6079	0	0	0	0	0	0	0	0	0	0	0	0
gene_608	0	0	0	0	3	1	4	4	4	1	4	6
gene_6080	0	0	0	0	0	0	0	0	0	0	0	0
gene_6081	0	0	0	1	5	1	0	2	0	0	1	5
gene_6082	0	0	0	0	0	0	0	0	0	0	0	0
gene_6083	0	0	0	2	0	2	4	3	1	2	1	2
gene_6084	0	0	0	0	0	0	0	0	0	0	0	0
gene_6085	0	0	0	0	3	0	1	2	1	1	0	2
gene_6086	0	0	0	0	0	0	0	0	1	3	0	0
gene_6087	0	0	0	2	4	7	1	1	4	10	6	5
gene_6088	0	0	0	0	0	0	1	0	0	1	3	2
gene_6089	0	0	0	10	7	8	1	9	10	4	6	12
gene_609	0	0	0	5	15	8	2	3	9	12	15	10
gene_6090	0	0	0	0	0	1	1	0	1	4	2	6
gene_6091	0	0	0	1	2	0	0	1	0	0	0	0
gene_6092	0	0	0	8	20	8	7	10	10	5	9	16
gene_6093	0	0	0	1	2	1	0	1	1	0	0	0
gene_6094	0	0	0	0	0	0	0	0	0	0	0	0
gene_6095	0	0	0	0	0	0	0	0	0	0	0	0
gene_6096	0	0	0	4	8	4	4	6	1	2	9	8
gene_6097	0	0	0	6	5	5	4	13	3	1	5	13
gene_6098	0	0	0	12	7	2	5	6	6	6	4	14
gene_6099	0	0	0	0	2	2	2	13	4	3	3	13
gene_61	0	0	0	1	3	3	3	2	1	2	4	10
gene_610	0	0	0	10	1	2	7	9	0	3	13	10
gene_6100	0	0	0	74	65	56	60	78	46	55	73	98
gene_6101	0	0	0	0	0	0	0	6	3	1	3	6
gene_6102	0	0	0	0	0	1	0	1	1	0	0	0
gene_6103	0	0	0	0	0	0	4	0	0	0	0	1
gene_6104	0	0	0	0	0	0	0	0	0	0	0	0
gene_6105	0	0	0	7	21	16	10	27	13	12	16	25
gene_6106	0	0	0	2	7	3	1	6	1	3	3	1
gene_6107	0	0	0	1	1	2	3	6	3	3	5	6
gene_6108	0	0	0	167	824	190	90	236	146	227	308	339
gene_6109	0	0	0	0	0	1	3	4	1	2	13	14
gene_611	0	0	0	16	9	6	10	9	2	2	7	13
gene_6110	0	0	0	47	54	46	55	51	40	54	85	91
gene_6111	0	0	0	9	3	2	6	6	1	3	13	10
gene_6112	0	0	0	10	14	7	12	19	17	14	31	31
gene_6113	0	0	0	0	0	0	0	0	2	4	0	1
gene_6114	0	0	0	11	10	5	19	26	15	11	24	18
gene_6115	0	0	0	11	1	1	3	2	1	6	3	8
gene_6116	0	0	0	4	2	4	2	6	3	3	7	4
gene_6117	0	0	0	2	1	0	0	14	4	2	11	12
gene_6118	0	0	0	3	0	1	0	0	0	1	0	9
gene_6119	0	0	0	11	6	7	5	13	5	9	18	14
gene_612	0	0	0	131	225	151	68	91	73	75	137	160
gene_6120	0	0	0	21	15	9	15	20	8	25	23	26
gene_6121	0	0	0	11	26	11	26	25	11	10	15	37
gene_6122	0	0	0	12	4	5	3	3	2	2	4	10
gene_6123	0	0	0	0	0	1	0	0	0	0	0	0
gene_6124	0	0	0	19	55	32	27	41	33	37	51	67
gene_6125	0	0	0	0	0	0	0	0	0	0	0	0
gene_6126	0	0	0	0	2	0	0	3	0	3	0	1
gene_6127	0	0	0	3	5	7	3	3	9	2	4	7
gene_6128	0	0	0	38	44	28	19	30	16	26	59	61
gene_6129	0	0	0	3	7	3	1	4	3	1	7	1
gene_613	0	0	0	50	69	27	27	42	26	26	20	63
gene_6130	0	0	0	1	5	2	2	3	4	1	11	2
gene_6131	0	0	0	1	0	5	1	1	0	2	2	1
gene_6132	0	0	0	87	65	47	44	68	33	30	54	73
gene_6133	0	0	0	7	2	3	1	3	4	1	1	5
gene_6134	0	0	0	34	28	32	10	22	18	9	30	36
gene_6135	0	0	0	5	11	6	2	2	2	4	1	4
gene_6136	0	0	0	1	8	3	10	5	11	7	21	16
gene_6137	0	0	0	5	1	4	3	3	2	1	1	6
gene_6138	0	0	0	0	2	6	1	3	1	1	0	9
gene_6139	0	0	0	11	13	10	8	9	9	4	11	21
gene_614	0	0	0	2	1	0	1	2	0	2	3	1
gene_6140	0	0	0	0	1	0	0	0	0	0	0	1
gene_6141	0	0	0	4	12	4	3	2	2	2	8	3
gene_6142	0	0	0	4	15	9	8	3	2	2	4	4
gene_6143	0	0	0	33	40	25	14	24	18	18	26	28
gene_6144	0	0	0	36	47	21	18	35	13	18	35	37
gene_6145	0	0	0	14	25	17	22	22	13	13	19	20
gene_6146	0	0	0	0	0	0	0	0	0	0	0	0
gene_6147	0	0	0	0	2	3	3	3	1	0	7	3
gene_6148	0	0	0	49	51	33	31	53	25	30	40	69
gene_6149	0	0	0	13	6	9	38	31	21	12	22	36
gene_615	0	0	0	0	0	0	0	0	0	1	1	2
gene_6150	0	0	0	7	5	5	12	6	6	4	5	4
gene_6151	0	0	0	15	23	13	12	12	9	5	12	27
gene_6152	0	0	0	3	6	1	2	3	3	2	6	10
gene_6153	0	0	0	240	310	181	123	128	114	106	210	244
gene_6154	0	0	0	31	57	28	13	17	19	16	19	23
gene_6155	0	0	0	54	34	47	81	96	38	58	83	99
gene_6156	0	0	0	3	2	6	3	14	7	2	2	10
gene_6157	0	0	0	0	0	2	0	1	1	0	0	3
gene_6158	0	0	0	0	1	6	9	7	5	0	4	2
gene_6159	0	0	0	6	12	11	4	7	5	3	11	13
gene_616	0	0	0	0	0	0	0	0	0	0	0	0
gene_6160	0	0	0	18	36	35	14	27	19	11	23	27
gene_6161	0	0	0	3	7	11	3	10	3	6	7	5
gene_6162	0	0	0	0	0	0	0	0	0	0	0	0
gene_6163	0	0	0	9	7	9	12	15	12	6	5	11
gene_6164	0	0	0	5	1	2	9	4	2	6	9	8
gene_6165	0	0	0	6	17	10	4	5	9	8	5	17
gene_6166	0	0	0	20	7	21	1	5	2	1	2	5
gene_6167	0	0	0	19	24	13	8	29	25	20	40	41
gene_6168	0	0	0	11	11	11	14	16	15	8	24	32
gene_6169	0	0	0	2	0	0	1	2	3	0	0	0
gene_617	0	0	0	736	342	285	56	76	92	29	68	99
gene_6170	0	0	0	7	26	18	5	8	7	6	5	13
gene_6171	0	0	0	187	250	92	76	102	73	92	210	201
gene_6172	0	0	0	0	0	0	1	0	0	2	2	2
gene_6173	0	0	0	9	15	10	5	6	3	6	7	8
gene_6174	0	0	0	283	354	190	133	223	158	163	239	343
gene_6175	0	0	0	22	37	8	8	17	6	7	15	22
gene_6176	0	0	0	52	81	38	37	27	29	58	61	82
gene_6177	0	0	0	16	22	9	5	15	5	8	8	14
gene_6178	0	0	0	8	3	3	8	8	6	4	8	9
gene_6179	0	0	0	31	46	24	20	49	20	19	52	53
gene_618	0	0	0	3	2	1	0	2	0	0	0	4
gene_6180	0	0	0	57	106	47	47	44	42	27	61	79
gene_6181	0	0	0	25	38	23	25	38	28	40	44	56
gene_6182	0	0	0	15	30	18	14	24	26	26	48	43
gene_6183	0	0	0	18	22	11	20	26	20	46	48	71
gene_6184	0	0	0	4	8	7	19	5	7	16	35	18
gene_6185	0	0	0	7	19	16	9	18	11	6	18	37
gene_6186	0	0	0	17	10	4	2	4	4	8	7	7
gene_6187	0	0	0	123	136	68	74	111	68	55	76	158
gene_6188	0	0	0	0	2	0	0	4	2	0	0	4
gene_6189	0	0	0	0	0	0	0	0	1	0	0	1
gene_619	0	0	0	29	14	17	4	11	5	3	14	17
gene_6190	0	0	0	9	32	19	6	7	8	8	13	17
gene_6191	0	0	0	41	58	20	11	26	15	20	13	31
gene_6192	0	0	0	10	14	10	17	29	12	13	21	36
gene_6193	0	0	0	21	14	11	6	24	9	7	13	18
gene_6194	0	0	0	47	38	20	19	42	32	18	50	30
gene_6195	0	0	0	0	4	0	0	2	0	0	0	0
gene_6196	0	0	0	4	13	5	9	12	7	3	11	18
gene_6197	0	0	0	27	49	22	11	12	7	6	22	33
gene_6198	0	0	0	5	2	4	5	7	3	6	7	9
gene_6199	0	0	0	3	1	2	12	14	8	1	17	16
gene_62	0	0	0	4	16	12	9	16	8	0	19	28
gene_620	0	0	0	17	13	10	14	17	4	4	14	24
gene_6200	0	0	0	2	0	0	4	3	3	1	0	4
gene_6201	0	0	0	7	19	14	4	11	12	8	13	21
gene_6202	0	0	0	16	12	12	9	10	13	6	13	28
gene_6203	0	0	0	0	1	5	3	5	2	0	5	5
gene_6204	0	0	0	34	67	41	32	29	28	20	51	35
gene_6205	0	0	0	15	12	1	8	10	7	7	6	18
gene_6206	0	0	0	142	177	96	88	75	64	43	124	181
gene_6207	0	0	0	227	296	100	118	172	124	90	168	254
gene_6208	0	0	0	50	81	38	29	34	39	33	40	53
gene_6209	0	0	0	0	0	0	0	0	0	0	0	0
gene_621	0	0	0	5	9	5	1	2	5	2	3	4
gene_6210	0	0	0	0	0	0	0	0	0	0	0	0
gene_6211	0	0	0	0	0	0	1	0	0	0	0	1
gene_6212	0	0	0	3	1	0	1	2	0	0	4	0
gene_6213	0	0	0	0	1	2	0	0	0	0	0	2
gene_6214	0	0	0	1	4	1	2	5	0	3	5	7
gene_6215	0	0	0	20	64	39	23	34	27	16	35	44
gene_6216	0	0	0	16	14	18	24	37	14	11	21	35
gene_6217	0	0	0	0	4	1	0	0	0	0	0	0
gene_6218	0	0	0	2	2	1	0	2	1	1	0	3
gene_6219	0	0	0	1	2	2	4	3	1	2	4	3
gene_622	0	0	0	10	10	6	11	23	12	16	26	29
gene_6220	0	0	0	0	0	0	0	0	0	0	0	0
gene_6221	0	0	0	0	0	0	0	0	0	0	0	0
gene_6222	0	0	0	0	0	0	0	0	0	0	0	0
gene_6223	0	0	0	0	4	0	2	2	0	0	0	2
gene_6224	0	0	0	8	14	12	6	5	8	8	9	10
gene_6225	0	0	0	0	0	2	0	2	0	1	1	1
gene_6226	0	0	0	0	1	0	11	0	0	4	2	5
gene_6227	0	0	0	0	1	0	3	3	1	0	1	2
gene_6228	0	0	0	2	5	1	2	0	0	1	0	0
gene_6229	0	0	0	1	2	0	1	0	1	0	1	3
gene_623	0	0	0	0	5	6	5	17	13	15	8	20
gene_6230	0	0	0	2	9	2	3	4	2	1	3	5
gene_6231	0	0	0	19	3	7	12	14	16	21	31	29
gene_6232	0	0	0	6	10	3	2	1	1	3	2	4
gene_6233	0	0	0	17	28	15	5	12	4	11	6	22
gene_6234	0	0	0	21	18	15	21	47	19	20	28	52
gene_6235	0	0	0	18	13	8	16	27	24	18	30	34
gene_6236	0	0	0	23	16	12	12	33	20	18	24	32
gene_6237	0	0	0	2	0	0	2	2	1	0	0	2
gene_6238	0	0	0	0	1	1	2	0	1	2	3	8
gene_6239	0	0	0	27	71	26	23	29	12	27	28	44
gene_624	0	0	0	46	10	21	36	39	28	40	35	42
gene_6240	0	0	0	2	4	2	8	12	7	2	4	11
gene_6241	0	0	0	50	68	38	40	54	57	44	50	97
gene_6242	0	0	0	9	26	11	9	3	1	3	5	5
gene_6243	0	0	0	21	18	24	17	26	22	11	37	36
gene_6244	0	0	0	111	141	91	75	103	28	52	77	94
gene_6245	0	0	0	0	8	2	1	0	1	1	0	4
gene_6246	0	0	0	5	9	1	0	0	1	1	0	0
gene_6247	0	0	0	28	47	33	24	34	12	17	26	49
gene_6248	0	0	0	9	13	12	3	11	5	9	3	12
gene_6249	0	0	0	26	28	16	8	16	14	10	19	24
gene_625	0	0	0	1	3	0	8	5	3	2	9	8
gene_6250	0	0	0	15	17	14	10	10	7	17	13	27
gene_6251	0	0	0	0	2	0	2	9	1	2	1	0
gene_6252	0	0	0	127	152	64	100	158	108	89	155	209
gene_6253	0	0	0	16	10	10	1	5	3	2	8	3
gene_6254	0	0	0	0	0	0	0	0	0	0	0	0
gene_6255	0	0	0	4	5	3	3	5	2	7	5	6
gene_6256	0	0	0	75	60	26	48	61	42	27	66	93
gene_6257	0	0	0	2	1	0	0	0	0	3	0	2
gene_6258	0	0	0	2	1	1	1	0	0	2	3	3
gene_6259	0	0	0	8	4	6	7	10	10	8	14	23
gene_626	0	0	0	0	0	0	0	0	0	0	0	0
gene_6260	0	0	0	0	0	0	0	0	0	0	0	0
gene_6261	0	0	0	41	48	30	15	30	11	8	24	22
gene_6262	0	0	0	0	0	0	0	0	0	0	0	0
gene_6263	0	0	0	86	99	60	70	98	57	52	113	176
gene_6264	0	0	0	0	0	0	0	0	0	0	0	0
gene_6265	0	0	0	0	0	0	0	0	0	0	0	0
gene_6266	0	0	0	0	1	0	0	0	0	0	0	0
gene_6267	0	0	0	1	0	0	0	0	0	0	0	0
gene_6268	0	0	0	2	3	3	0	2	0	0	2	0
gene_6269	0	0	0	18	52	27	23	51	31	17	53	61
gene_627	0	0	0	5	16	5	11	5	3	5	6	13
gene_6270	0	0	0	0	0	0	0	0	0	0	0	0
gene_6271	0	0	0	80	162	102	121	364	379	367	635	813
gene_6272	0	0	0	0	4	0	2	0	6	0	4	1
gene_6273	0	0	0	46	33	29	22	12	18	14	22	26
gene_6274	0	0	0	35	40	15	18	24	8	5	19	20
gene_6275	0	0	0	0	0	0	0	0	0	0	0	0
gene_6276	0	0	0	0	0	0	0	0	0	0	0	0
gene_6277	0	0	0	1	6	6	4	3	1	2	4	4
gene_6278	0	0	0	26	26	10	12	14	4	9	5	10
gene_6279	0	0	0	28	40	22	17	11	14	23	23	32
gene_628	0	0	0	0	0	0	0	0	0	0	0	0
gene_6280	0	0	0	11	13	4	8	16	8	15	10	28
gene_6281	0	0	0	7	12	3	9	6	6	5	14	10
gene_6282	0	0	0	0	5	4	2	5	4	1	0	3
gene_6283	0	0	0	0	0	0	0	0	0	0	0	0
gene_6284	0	0	0	13	9	3	8	8	4	6	10	18
gene_6285	0	0	0	0	3	1	0	1	0	0	2	0
gene_6286	0	0	0	43	71	33	34	43	26	30	49	74
gene_6287	0	0	0	16	25	16	9	27	16	10	18	16
gene_6288	0	0	0	1	0	1	1	1	0	0	1	0
gene_6289	0	0	0	44	63	40	17	59	20	17	45	41
gene_629	0	0	0	21	27	20	25	35	17	14	37	24
gene_6290	0	0	0	21	18	17	20	31	15	20	22	46
gene_6291	0	0	0	2	1	2	2	2	5	3	3	10
gene_6292	0	0	0	11	13	6	10	12	6	5	8	16
gene_6293	0	0	0	0	0	0	0	0	0	0	0	0
gene_6294	0	0	0	0	8	11	6	5	5	7	5	11
gene_6295	0	0	0	33	40	37	29	35	19	21	33	48
gene_6296	0	0	0	3	9	6	7	4	2	2	4	11
gene_6297	0	0	0	5	12	7	5	11	9	7	10	9
gene_6298	0	0	0	1	2	3	1	2	0	0	0	6
gene_6299	0	0	0	8	26	13	1	11	10	3	5	10
gene_63	0	0	0	3	11	1	2	0	1	0	0	1
gene_630	0	0	0	93	162	65	5	25	9	11	20	26
gene_6300	0	0	0	5	5	2	2	3	1	0	7	7
gene_6301	0	0	0	6	4	0	1	0	1	0	1	1
gene_6302	0	0	0	0	0	0	0	0	0	0	0	1
gene_6303	0	0	0	9	3	3	1	2	3	1	0	4
gene_6304	0	0	0	4	1	3	1	0	1	5	1	6
gene_6305	0	0	0	12	2	6	0	9	5	4	4	0
gene_6306	0	0	0	42	14	10	5	16	3	6	7	11
gene_6307	0	0	0	4	3	8	0	3	0	0	0	2
gene_6308	0	0	0	4	2	0	0	2	1	2	8	4
gene_6309	0	0	0	0	0	0	0	0	0	0	0	0
gene_631	0	0	0	1	2	1	0	0	0	0	0	0
gene_6310	0	0	0	23	13	19	16	25	21	19	26	52
gene_6311	0	0	0	0	3	4	1	6	3	2	2	2
gene_6312	0	0	0	32	27	21	11	13	16	24	35	48
gene_6313	0	0	0	0	0	0	0	0	0	0	0	1
gene_6314	0	0	0	154	106	48	212	363	179	358	481	1024
gene_6315	0	0	0	5	4	3	1	12	3	6	9	8
gene_6316	0	0	0	26	15	15	14	13	8	2	15	15
gene_6317	0	0	0	0	5	1	0	2	0	0	0	5
gene_6318	0	0	0	10	6	2	0	5	1	6	7	5
gene_6319	0	0	0	0	3	0	2	2	0	0	0	0
gene_632	0	0	0	0	0	0	0	0	0	0	0	1
gene_6320	0	0	0	20	36	27	18	24	18	20	39	82
gene_6321	0	0	0	7	8	6	3	2	1	2	5	6
