GeneID	GCUXS	GCUXT	GCUXU	GCUXW	GCUXX	GCUXY	GCUXZ	GCUYA	GCUYB	GCUYC	GCUYG	GCUYH
gene_5250	0	0	0	1	0	0	0	0	0	0	0	1
gene_5251	0	0	0	22	10	27	35	7	13	13	8	16
gene_5252	0	0	0	0	0	0	0	0	0	0	0	0
gene_5253	0	0	0	3	3	3	3	0	3	1	1	1
gene_5254	0	0	0	1	1	1	2	0	0	0	0	0
gene_5255	0	0	0	30	25	45	30	15	18	9	5	12
gene_5256	0	0	0	49	24	51	62	30	26	20	6	33
gene_5257	0	0	0	19	12	16	12	8	3	2	0	7
gene_5258	0	0	0	4	3	3	2	2	3	1	0	1
gene_5259	0	0	0	4	1	2	0	0	3	0	0	0
gene_526	0	0	0	10	3	10	0	0	0	0	0	3
gene_5260	0	0	0	139	92	212	98	39	52	41	26	62
gene_5261	0	0	0	127	82	210	146	92	91	60	33	83
gene_5262	0	0	0	9	0	3	6	1	3	1	1	0
gene_5263	0	0	0	2	0	0	1	3	2	0	0	0
gene_5264	0	0	0	6	6	15	8	1	4	0	1	3
gene_5265	0	0	0	5	2	9	9	3	7	4	1	0
gene_5266	0	0	0	3	2	4	2	3	1	1	0	1
gene_5267	0	0	0	2	1	3	2	0	0	0	0	1
gene_5268	0	0	0	10	8	13	9	5	7	2	2	1
gene_5269	0	0	0	147	100	285	141	71	87	63	36	90
gene_527	0	0	0	6	0	4	15	6	2	7	2	7
gene_5270	0	0	0	4	8	5	4	1	6	0	4	7
gene_5271	0	0	0	37	30	48	32	18	14	16	4	14
gene_5272	0	0	0	173	72	88	101	54	45	46	27	67
gene_5273	0	0	0	176	98	93	248	181	161	129	34	175
gene_5274	0	0	0	45	41	33	72	23	18	27	5	35
gene_5275	0	0	0	115	59	113	106	57	48	26	15	48
gene_5276	0	0	0	85	35	65	71	41	52	28	13	55
gene_5277	0	0	0	0	0	0	0	0	0	0	0	0
gene_5278	0	0	0	31	24	45	17	15	22	11	5	5
gene_5279	0	0	0	85	34	73	58	22	29	21	6	40
gene_528	0	0	0	12	4	5	9	14	13	6	1	9
gene_5280	0	0	0	12	4	10	12	10	10	2	1	9
gene_5281	0	0	0	4	9	11	7	4	6	1	4	2
gene_5282	0	0	0	12	9	9	9	4	0	2	0	6
gene_5283	0	0	0	0	0	1	0	1	3	0	1	0
gene_5284	0	0	0	1	1	2	0	0	1	0	0	0
gene_5285	0	0	0	54	25	64	25	16	21	9	5	21
gene_5286	0	0	0	0	0	0	0	0	0	0	0	0
gene_5287	0	0	0	13	4	18	5	6	5	4	0	3
gene_5288	0	0	0	69	29	32	120	37	19	27	19	45
gene_5289	0	0	0	285	125	279	244	108	108	64	28	134
gene_529	0	0	0	1	2	1	0	0	0	0	1	0
gene_5290	0	0	0	9	5	8	4	3	3	5	2	0
gene_5291	0	0	0	10	11	19	26	4	7	3	3	9
gene_5292	0	0	0	36	16	22	59	27	24	26	1	23
gene_5293	0	0	0	31	16	17	28	16	18	10	12	24
gene_5294	0	0	0	12	11	18	20	6	13	8	1	13
gene_5295	0	0	0	0	0	0	0	0	0	0	0	0
gene_5296	0	0	0	28	16	12	0	13	11	7	4	13
gene_5297	0	0	0	37	27	23	47	22	25	7	11	14
gene_5298	0	0	0	1	2	0	1	0	0	0	0	0
gene_5299	0	0	0	1	0	1	2	0	0	0	0	0
gene_53	0	0	0	18	19	28	17	7	11	2	2	5
gene_530	0	0	0	0	0	0	0	0	0	0	0	0
gene_5300	0	0	0	0	0	0	0	0	0	0	0	2
gene_5301	0	0	0	23	12	14	72	33	26	34	13	38
gene_5302	0	0	0	1	4	6	10	1	3	2	1	5
gene_5303	0	0	0	19	4	21	14	3	11	1	6	8
gene_5304	0	0	0	0	0	0	0	0	0	0	0	0
gene_5305	0	0	0	0	1	0	0	0	0	0	0	0
gene_5306	0	0	0	10	8	14	5	5	4	2	5	3
gene_5307	0	0	0	6	2	10	5	5	1	0	0	2
gene_5308	0	0	0	1	0	3	7	1	0	3	0	4
gene_5309	0	0	0	7	6	12	6	3	2	3	3	6
gene_531	0	0	0	97	56	87	73	32	32	11	8	31
gene_5310	0	0	0	0	0	0	0	0	0	0	0	0
gene_5311	0	0	0	0	0	0	0	0	0	0	0	0
gene_5312	0	0	0	73	38	35	50	40	42	21	7	44
gene_5313	0	0	0	5	2	1	1	5	0	2	1	3
gene_5314	0	0	0	4	1	5	5	1	0	0	0	0
gene_5315	0	0	0	7	1	5	41	27	12	33	5	22
gene_5316	0	0	0	5	2	2	15	8	10	9	2	6
gene_5317	0	0	0	55	27	50	51	20	27	14	7	36
gene_5318	0	0	0	12	8	4	14	12	11	5	2	14
gene_5319	0	0	0	10	5	15	8	6	3	5	1	4
gene_532	0	0	0	0	0	0	0	0	0	0	0	0
gene_5320	0	0	0	0	2	0	0	0	0	0	0	0
gene_5321	0	0	0	1	0	0	0	1	0	1	0	0
gene_5322	0	0	0	1	1	4	0	2	0	1	0	0
gene_5323	0	0	0	0	0	0	0	0	0	0	0	0
gene_5324	0	0	0	39	16	49	20	20	16	17	5	15
gene_5325	0	0	0	0	0	0	0	0	0	0	0	1
gene_5326	0	0	0	1	0	0	0	0	0	0	0	0
gene_5327	0	0	0	68	34	45	50	25	16	15	6	16
gene_5328	0	0	0	7	5	7	5	1	2	0	0	2
gene_5329	0	0	0	9	9	11	9	3	3	5	1	1
gene_533	0	0	0	85	59	57	51	16	10	7	2	9
gene_5330	0	0	0	6	4	4	13	2	1	1	0	2
gene_5331	0	0	0	21	9	25	25	15	8	6	0	9
gene_5332	0	0	0	10	8	11	12	10	6	5	2	7
gene_5333	0	0	0	25	32	27	37	62	40	17	21	53
gene_5334	0	0	0	0	0	0	0	0	0	0	0	0
gene_5335	0	0	0	9	5	11	38	10	8	16	2	22
gene_5336	0	0	0	2	0	11	4	0	4	2	3	6
gene_5337	0	0	0	0	0	2	3	1	1	0	0	1
gene_5338	0	0	0	26	18	28	20	12	20	10	1	9
gene_5339	0	0	0	26	21	31	21	9	11	5	6	8
gene_534	0	0	0	23	31	40	20	15	6	7	3	10
gene_5340	0	0	0	201	82	80	126	56	54	34	16	62
gene_5341	0	0	0	23	14	43	77	36	24	28	6	36
gene_5342	0	0	0	43	37	56	47	71	38	24	7	39
gene_5343	0	0	0	0	0	0	0	0	0	0	0	0
gene_5344	0	0	0	4	4	6	6	3	1	1	0	3
gene_5345	0	0	0	77	24	64	35	17	19	17	11	15
gene_5346	0	0	0	1	2	4	4	1	3	1	0	6
gene_5347	0	0	0	65	39	81	61	30	31	15	5	32
gene_5348	0	0	0	0	0	0	0	0	0	0	0	0
gene_5349	0	0	0	115	44	64	34	11	22	5	6	28
gene_535	0	0	0	1	0	0	0	0	0	0	0	0
gene_5350	0	0	0	0	4	6	5	7	15	2	3	11
gene_5351	0	0	0	0	0	0	0	0	0	0	0	0
gene_5352	0	0	0	23	8	9	6	11	14	7	2	17
gene_5353	0	0	0	42	10	9	8	0	1	1	0	5
gene_5354	0	0	0	2	1	2	1	1	1	0	0	0
gene_5355	0	0	0	2	0	2	0	0	3	0	0	0
gene_5356	0	0	0	23	23	49	26	4	8	4	0	13
gene_5357	0	0	0	47	18	43	40	21	10	11	7	22
gene_5358	0	0	0	8	0	5	4	1	5	0	0	2
gene_5359	0	0	0	48	25	60	41	29	12	18	11	20
gene_536	0	0	0	153	67	77	119	63	60	31	10	66
gene_5360	0	0	0	22	10	22	15	12	11	14	4	13
gene_5361	0	0	0	0	0	0	0	0	0	0	0	0
gene_5362	0	0	0	0	0	0	0	0	0	0	0	0
gene_5363	0	0	0	1	0	2	2	4	1	1	0	1
gene_5364	0	0	0	8	7	2	4	0	1	0	0	5
gene_5365	0	0	0	0	0	0	0	0	0	0	0	0
gene_5366	0	0	0	0	0	0	0	0	0	0	0	0
gene_5367	0	0	0	22	16	31	26	13	13	7	6	13
gene_5368	0	0	0	0	0	0	0	0	0	0	0	0
gene_5369	0	0	0	46	25	51	65	24	26	17	7	30
gene_537	0	0	0	11	7	26	17	10	5	2	4	12
gene_5370	0	0	0	109	65	71	82	23	45	28	6	28
gene_5371	0	0	0	14	4	17	26	8	4	3	2	10
gene_5372	0	0	0	0	0	0	0	0	0	0	0	0
gene_5373	0	0	0	2	1	1	12	1	0	5	0	2
gene_5374	0	0	0	0	0	0	0	0	0	0	0	0
gene_5375	0	0	0	22	19	21	27	15	17	11	4	15
gene_5376	0	0	0	20	2	16	13	10	4	5	3	2
gene_5377	0	0	0	3	1	3	0	0	0	0	0	0
gene_5378	0	0	0	1	0	0	0	0	0	0	0	0
gene_5379	0	0	0	5	0	1	0	0	0	0	0	0
gene_538	0	0	0	12	13	15	20	8	2	3	3	0
gene_5380	0	0	0	2	1	0	4	1	0	0	2	4
gene_5381	0	0	0	4	1	2	2	3	2	0	0	0
gene_5382	0	0	0	0	2	0	1	0	0	0	0	2
gene_5383	0	0	0	1	5	2	2	0	0	2	0	0
gene_5384	0	0	0	1	2	4	0	0	0	0	0	0
gene_5385	0	0	0	13	5	8	13	5	6	1	3	7
gene_5386	0	0	0	1	1	4	0	0	3	0	0	1
gene_5387	0	0	0	0	0	0	0	0	0	0	0	0
gene_5388	0	0	0	43	25	52	48	16	27	23	2	17
gene_5389	0	0	0	222	136	372	192	108	107	93	51	131
gene_539	0	0	0	1	1	5	2	2	2	2	0	4
gene_5390	0	0	0	9	6	9	6	3	9	3	3	4
gene_5391	0	0	0	44	11	18	39	30	29	23	9	27
gene_5392	0	0	0	10	6	13	7	7	5	4	4	11
gene_5393	0	0	0	17	8	18	16	8	2	12	2	9
gene_5394	0	0	0	64	20	47	21	18	22	8	0	12
gene_5395	0	0	0	10	5	8	0	2	0	2	1	3
gene_5396	0	0	0	1	1	1	3	1	1	1	0	0
gene_5397	0	0	0	3	5	6	6	3	4	4	0	6
gene_5398	0	0	0	34	21	25	21	10	6	6	5	19
gene_5399	0	0	0	8	9	6	15	17	20	8	0	7
gene_54	0	0	0	2	3	4	5	0	0	0	0	0
gene_540	0	0	0	13	10	11	13	6	4	6	0	5
gene_5400	0	0	0	34	27	30	17	12	7	3	2	9
gene_5401	0	0	0	14	2	11	12	4	6	3	3	6
gene_5402	0	0	0	0	0	0	0	0	0	0	0	0
gene_5403	0	0	0	8	3	18	7	1	6	5	1	3
gene_5404	0	0	0	0	6	2	0	2	2	0	1	0
gene_5405	0	0	0	0	0	0	0	0	0	0	0	0
gene_5406	0	0	0	36	18	29	25	8	11	6	7	17
gene_5407	0	0	0	79	58	102	116	75	77	45	15	83
gene_5408	0	0	0	17	8	18	10	4	4	5	2	8
gene_5409	0	0	0	10	6	14	6	9	8	3	4	2
gene_541	0	0	0	1	2	2	6	9	4	3	2	2
gene_5410	0	0	0	0	0	0	0	0	0	0	0	0
gene_5411	0	0	0	0	0	0	0	0	0	0	0	0
gene_5412	0	0	0	43	15	13	24	8	18	14	7	21
gene_5413	0	0	0	0	0	0	0	0	0	0	0	0
gene_5414	0	0	0	165	74	85	86	46	54	27	10	62
gene_5415	0	0	0	0	0	0	0	0	0	0	0	0
gene_5416	0	0	0	0	0	0	0	0	0	0	0	0
gene_5417	0	0	0	0	0	0	0	0	0	0	0	0
gene_5418	0	0	0	62	24	48	30	19	26	22	6	16
gene_5419	0	0	0	28	12	14	19	23	14	7	4	12
gene_542	0	0	0	4	5	8	12	10	8	3	0	3
gene_5420	0	0	0	36	18	25	43	17	16	14	5	16
gene_5421	0	0	0	8	7	12	4	5	5	0	0	2
gene_5422	0	0	0	13	4	11	11	4	3	0	1	5
gene_5423	0	0	0	19	15	17	13	10	5	4	0	8
gene_5424	0	0	0	6	3	2	9	4	3	2	2	2
gene_5425	0	0	0	5	4	3	3	6	3	1	0	2
gene_5426	0	0	0	0	0	0	0	0	0	0	0	0
gene_5427	0	0	0	13	9	9	14	1	1	3	1	0
gene_5428	0	0	0	12	3	6	7	10	6	6	1	28
gene_5429	0	0	0	28	14	10	37	20	41	11	8	23
gene_543	0	0	0	4	16	13	17	6	3	2	0	3
gene_5430	0	0	0	108	143	296	198	73	65	20	14	54
gene_5431	0	0	0	0	1	2	0	0	0	0	0	0
gene_5432	0	0	0	7	7	4	12	6	5	5	4	5
gene_5433	0	0	0	13	8	18	15	6	2	3	4	8
gene_5434	0	0	0	20	5	15	17	9	5	7	0	8
gene_5435	0	0	0	5	5	1	48	13	32	11	8	17
gene_5436	0	0	0	88	33	80	69	10	37	22	5	13
gene_5437	0	0	0	20	22	25	26	8	10	5	5	8
gene_5438	0	0	0	3	0	6	0	1	0	0	0	0
gene_5439	0	0	0	53	32	84	39	24	23	9	9	23
gene_544	0	0	0	6	5	4	2	6	3	0	1	6
gene_5440	0	0	0	33	15	25	33	11	16	15	5	14
gene_5441	0	0	0	14	8	8	7	7	9	2	3	9
gene_5442	0	0	0	62	40	35	50	34	27	25	11	27
gene_5443	0	0	0	16	13	16	22	14	7	8	3	17
gene_5444	0	0	0	0	0	0	0	0	0	0	0	0
gene_5445	0	0	0	18	18	26	21	9	9	3	3	5
gene_5446	0	0	0	9	1	10	14	17	11	8	0	8
gene_5447	0	0	0	0	0	0	0	0	0	0	0	0
gene_5448	0	0	0	0	0	0	0	0	0	0	0	0
gene_5449	0	0	0	11	6	9	9	8	6	2	2	5
gene_545	0	0	0	60	37	67	37	20	22	17	4	30
gene_5450	0	0	0	13	9	9	13	10	12	5	4	8
gene_5451	0	0	0	4	2	10	1	6	1	0	0	0
gene_5452	0	0	0	2	0	2	3	2	2	0	0	0
gene_5453	0	0	0	6	3	2	5	4	2	0	0	2
gene_5454	0	0	0	27	11	18	20	4	8	5	2	8
gene_5455	0	0	0	23	18	43	13	2	10	4	1	7
gene_5456	0	0	0	12	5	7	6	8	10	8	1	2
gene_5457	0	0	0	15	8	9	47	7	13	4	4	6
gene_5458	0	0	0	0	1	1	4	0	12	1	0	7
gene_5459	0	0	0	42	27	34	26	17	18	11	7	23
gene_546	0	0	0	12	7	12	14	6	5	0	3	2
gene_5460	0	0	0	11	3	8	13	3	6	5	2	8
gene_5461	0	0	0	34	25	12	19	28	27	9	3	24
gene_5462	0	0	0	38	33	17	24	30	50	21	13	18
gene_5463	0	0	0	23	9	18	23	6	20	5	4	12
gene_5464	0	0	0	0	0	1	7	0	3	6	0	4
gene_5465	0	0	0	35	16	28	48	33	29	16	10	23
gene_5466	0	0	0	3	0	0	4	0	1	0	0	3
gene_5467	0	0	0	14	17	18	18	5	8	3	6	6
gene_5468	0	0	0	1	0	0	1	0	0	0	0	0
gene_5469	0	0	0	0	0	2	1	1	0	0	0	1
gene_547	0	0	0	9	12	20	8	8	4	5	6	4
gene_5470	0	0	0	1	0	0	0	0	0	0	0	0
gene_5471	0	0	0	5	6	7	8	0	0	0	0	1
gene_5472	0	0	0	1	5	4	6	1	1	2	1	2
gene_5473	0	0	0	89	41	83	91	48	33	24	9	45
gene_5474	0	0	0	33	25	21	26	10	11	7	3	21
gene_5475	0	0	0	8	4	5	6	6	4	5	1	6
gene_5476	0	0	0	52	21	31	25	12	26	10	13	17
gene_5477	0	0	0	0	0	0	0	0	0	0	0	0
gene_5478	0	0	0	11	3	14	5	4	2	3	3	4
gene_5479	0	0	0	0	0	0	0	0	0	0	0	0
gene_548	0	0	0	14	13	12	13	4	9	6	1	7
gene_5480	0	0	0	0	0	0	0	0	0	0	0	0
gene_5481	0	0	0	0	0	0	0	0	0	0	0	0
gene_5482	0	0	0	5	4	13	14	1	0	1	0	0
gene_5483	0	0	0	0	0	0	0	0	0	0	0	0
gene_5484	0	0	0	0	0	0	0	0	0	0	0	0
gene_5485	0	0	0	19	10	9	10	8	10	1	5	3
gene_5486	0	0	0	5	5	3	2	4	6	4	1	4
gene_5487	0	0	0	5	3	5	4	2	2	4	0	2
gene_5488	0	0	0	0	2	0	0	1	0	0	0	1
gene_5489	0	0	0	10	3	15	10	5	11	3	3	3
gene_549	0	0	0	28	20	29	28	9	16	14	8	9
gene_5490	0	0	0	0	0	0	0	0	0	0	0	0
gene_5491	0	0	0	0	4	2	5	4	2	2	3	3
gene_5492	0	0	0	5	1	5	3	1	3	2	0	4
gene_5493	0	0	0	3	1	1	3	3	1	1	1	2
gene_5494	0	0	0	0	0	0	0	0	0	0	0	0
gene_5495	0	0	0	48	12	17	25	17	20	17	4	17
gene_5496	0	0	0	0	0	0	0	0	0	0	0	0
gene_5497	0	0	0	1	0	0	3	1	1	1	0	0
gene_5498	0	0	0	4	3	9	15	4	3	1	5	3
gene_5499	0	0	0	44	12	36	40	17	21	8	9	25
gene_55	0	0	0	1	3	0	1	0	0	1	0	0
gene_550	0	0	0	48	25	40	34	12	14	4	2	10
gene_5500	0	0	0	1	2	1	3	0	0	1	0	3
gene_5501	0	0	0	5	3	9	2	1	3	0	0	3
gene_5502	0	0	0	9	7	1	11	8	6	10	4	8
gene_5503	0	0	0	29	12	46	28	13	18	17	4	17
gene_5504	0	0	0	1	0	2	2	0	0	0	0	0
gene_5505	0	0	0	0	0	0	0	0	0	0	0	0
gene_5506	0	0	0	0	0	0	0	0	0	0	0	0
gene_5507	0	0	0	0	0	0	0	0	0	0	0	0
gene_5508	0	0	0	0	0	0	2	0	0	2	0	0
gene_5509	0	0	0	375	299	493	371	142	195	95	28	171
gene_551	0	0	0	9	6	13	8	1	6	1	0	10
gene_5510	0	0	0	80	72	128	68	47	48	16	8	54
gene_5511	0	0	0	0	0	0	0	0	0	0	0	0
gene_5512	0	0	0	1	1	2	0	1	1	0	0	0
gene_5513	0	0	0	298	134	221	173	85	107	79	49	139
gene_5514	0	0	0	7	7	10	49	11	11	10	4	14
gene_5515	0	0	0	3	1	1	3	2	1	0	0	1
gene_5516	0	0	0	14	8	19	15	6	11	3	4	12
gene_5517	0	0	0	0	0	2	2	1	1	0	0	0
gene_5518	0	0	0	12	6	18	25	5	8	4	6	7
gene_5519	0	0	0	1	0	3	2	3	3	0	2	1
gene_552	0	0	0	1	0	3	2	1	2	2	0	1
gene_5520	0	0	0	7	6	10	16	5	5	2	1	9
gene_5521	0	0	0	7	9	11	6	8	5	1	5	10
gene_5522	0	0	0	39	22	41	28	11	13	8	1	11
gene_5523	0	0	0	37	21	48	43	16	17	13	5	9
gene_5524	0	0	0	37	28	25	25	27	22	7	6	27
gene_5525	0	0	0	49	30	51	75	30	43	29	15	45
gene_5526	0	0	0	1	0	0	0	3	0	0	0	2
gene_5527	0	0	0	16	11	7	27	9	11	14	3	11
gene_5528	0	0	0	73	58	135	84	38	29	19	10	42
gene_5529	0	0	0	29	8	26	41	17	28	8	4	21
gene_553	0	0	0	39	18	35	17	18	18	2	5	10
gene_5530	0	0	0	11	27	13	31	23	19	2	8	18
gene_5531	0	0	0	39	38	40	39	36	24	14	5	23
gene_5532	0	0	0	45	23	59	47	22	18	8	8	8
gene_5533	0	0	0	13	7	20	12	21	18	0	2	7
gene_5534	0	0	0	37	21	49	58	21	10	26	17	29
gene_5535	0	0	0	29	20	36	24	9	12	8	5	9
gene_5536	0	0	0	32	28	40	25	7	13	11	2	9
gene_5537	0	0	0	25	29	45	43	23	17	11	17	16
gene_5538	0	0	0	22	14	33	16	7	7	7	2	9
gene_5539	0	0	0	6	9	13	24	11	14	4	1	5
gene_554	0	0	0	17	5	22	6	4	7	6	5	5
gene_5540	0	0	0	153	106	167	231	81	75	72	25	110
gene_5541	0	0	0	3	3	9	6	5	2	2	1	2
gene_5542	0	0	0	9	4	7	6	8	2	1	1	3
gene_5543	0	0	0	15	8	21	18	13	8	1	2	4
gene_5544	0	0	0	56	26	41	50	18	15	20	9	26
gene_5545	0	0	0	15	12	16	10	2	2	3	1	4
gene_5546	0	0	0	80	53	71	46	20	24	11	3	29
gene_5547	0	0	0	3	4	5	5	4	1	1	0	2
gene_5548	0	0	0	219	157	432	214	75	135	52	37	125
gene_5549	0	0	0	32	59	237	54	6	7	3	5	11
gene_555	0	0	0	2	2	0	4	0	2	0	0	0
gene_5550	0	0	0	54	92	140	24	38	36	41	9	46
gene_5551	0	0	0	128	70	119	78	49	46	20	13	47
gene_5552	0	0	0	52	34	92	93	24	33	17	9	34
gene_5553	0	0	0	118	43	22	131	59	51	43	9	66
gene_5554	0	0	0	27	23	33	48	22	15	14	7	25
gene_5555	0	0	0	5	2	4	1	0	0	1	0	2
gene_5556	0	0	0	0	0	0	0	0	0	0	0	0
gene_5557	0	0	0	0	0	0	0	0	0	0	0	0
gene_5558	0	0	0	0	0	0	0	0	0	0	0	0
gene_5559	0	0	0	16	16	28	25	16	13	6	2	13
gene_556	0	0	0	67	32	59	53	32	29	9	10	25
gene_5560	0	0	0	40	24	29	33	19	28	16	7	32
gene_5561	0	0	0	62	34	35	50	38	31	37	11	40
gene_5562	0	0	0	43	22	37	29	16	20	17	10	10
gene_5563	0	0	0	26	12	19	27	17	11	9	2	13
gene_5564	0	0	0	11	2	3	8	8	4	8	1	8
gene_5565	0	0	0	20	1	9	21	16	15	8	8	22
gene_5566	0	0	0	36	10	26	24	12	8	4	5	9
gene_5567	0	0	0	91	56	110	59	27	38	18	11	39
gene_5568	0	0	0	7	8	14	10	3	5	1	0	2
gene_5569	0	0	0	2	0	1	13	2	1	2	0	1
gene_557	0	0	0	61	25	41	40	19	34	14	5	25
gene_5570	0	0	0	3	4	3	5	3	8	1	2	3
gene_5571	0	0	0	19	12	19	20	14	12	14	6	11
gene_5572	0	0	0	5	6	13	5	9	7	5	0	2
gene_5573	0	0	0	2	3	10	5	1	5	1	0	7
gene_5574	0	0	0	5	9	5	2	1	10	0	2	2
gene_5575	0	0	0	9	4	3	15	7	5	2	1	3
gene_5576	0	0	0	8	3	10	7	1	4	2	2	3
gene_5577	0	0	0	17	14	18	25	12	10	0	1	10
gene_5578	0	0	0	7	3	9	1	1	0	0	0	2
gene_5579	0	0	0	117	86	139	73	46	51	32	19	27
gene_558	0	0	0	20	13	20	14	7	2	3	0	15
gene_5580	0	0	0	6	3	9	11	4	6	2	1	6
gene_5581	0	0	0	28	11	19	20	14	19	5	3	32
gene_5582	0	0	0	42	14	30	62	31	30	7	5	15
gene_5583	0	0	0	2	2	1	2	3	4	1	0	3
gene_5584	0	0	0	18	13	16	5	5	1	2	2	6
gene_5585	0	0	0	0	0	0	0	0	0	0	0	0
gene_5586	0	0	0	0	0	0	1	0	0	0	0	0
gene_5587	0	0	0	13	13	16	11	3	4	4	0	12
gene_5588	0	0	0	100	52	83	49	31	39	21	14	31
gene_5589	0	0	0	34	6	22	18	7	8	17	3	19
gene_559	0	0	0	12	11	14	2	6	3	7	0	4
gene_5590	0	0	0	57	20	35	31	19	15	13	13	17
gene_5591	0	0	0	38	14	52	22	11	19	7	3	8
gene_5592	0	0	0	0	0	0	0	0	0	0	0	0
gene_5593	0	0	0	0	2	0	0	0	0	2	1	0
gene_5594	0	0	0	246	133	322	249	107	110	89	41	162
gene_5595	0	0	0	149	74	128	126	87	82	47	28	65
gene_5596	0	0	0	8	4	11	18	7	14	4	1	2
gene_5597	0	0	0	4	2	3	4	3	1	0	0	6
gene_5598	0	0	0	4	4	7	9	1	2	2	0	2
gene_5599	0	0	0	8	2	5	3	3	1	1	1	5
gene_56	0	0	0	12	1	2	5	3	3	2	1	4
gene_560	0	0	0	26	24	26	12	8	8	3	7	10
gene_5600	0	0	0	13	10	24	12	6	10	5	0	6
gene_5601	0	0	0	47	18	31	38	7	10	7	1	19
gene_5602	0	0	0	34	16	17	14	13	9	5	4	9
gene_5603	0	0	0	5	3	7	11	7	9	6	3	7
gene_5604	0	0	0	9	6	3	16	4	7	6	2	8
gene_5605	0	0	0	0	0	0	0	0	0	0	0	0
gene_5606	0	0	0	18	23	37	137	46	88	20	15	109
gene_5607	0	0	0	0	0	4	2	3	7	1	0	0
gene_5608	0	0	0	18	13	16	23	10	6	10	3	19
gene_5609	0	0	0	17	15	14	27	18	10	3	4	17
gene_561	0	0	0	0	0	1	9	3	2	14	2	7
gene_5610	0	0	0	0	0	0	0	0	0	0	0	0
gene_5611	0	0	0	0	0	0	0	0	0	0	0	0
gene_5612	0	0	0	0	2	1	0	0	0	0	0	1
gene_5613	0	0	0	17	20	30	24	7	7	9	1	8
gene_5614	0	0	0	0	0	0	2	0	1	1	0	0
gene_5615	0	0	0	130	62	95	141	36	61	35	12	54
gene_5616	0	0	0	0	1	0	0	1	2	0	0	1
gene_5617	0	0	0	0	1	1	1	2	1	0	0	0
gene_5618	0	0	0	0	1	2	1	0	2	0	0	0
gene_5619	0	0	0	0	0	0	0	0	0	0	0	0
gene_562	0	0	0	0	0	2	8	2	6	0	0	1
gene_5620	0	0	0	0	0	0	0	1	0	0	0	0
gene_5621	0	0	0	25	18	15	13	5	6	3	1	7
gene_5622	0	0	0	2	3	2	0	3	3	1	0	1
gene_5623	0	0	0	0	0	0	0	0	0	0	0	0
gene_5624	0	0	0	24	18	36	33	12	30	3	11	15
gene_5625	0	0	0	31	22	30	33	22	19	13	5	37
gene_5626	0	0	0	1	3	3	0	4	1	0	1	2
gene_5627	0	0	0	0	0	0	0	0	0	0	0	0
gene_5628	0	0	0	99	59	112	186	91	80	55	19	112
gene_5629	0	0	0	17	16	30	25	9	16	7	4	14
gene_563	0	0	0	22	43	161	28	10	6	13	5	7
gene_5630	0	0	0	3	3	8	13	1	3	3	1	2
gene_5631	0	0	0	2	0	0	0	1	1	1	0	1
gene_5632	0	0	0	21	15	22	26	5	8	0	4	6
gene_5633	0	0	0	50	11	31	37	14	21	8	8	10
gene_5634	0	0	0	3	0	1	3	1	2	1	0	1
gene_5635	0	0	0	5	0	1	0	0	0	0	0	1
gene_5636	0	0	0	4	2	2	4	1	2	3	1	4
gene_5637	0	0	0	17	8	9	14	3	5	2	2	2
gene_5638	0	0	0	19	11	11	23	16	23	10	6	23
gene_5639	0	0	0	10	10	13	6	7	6	6	5	9
gene_564	0	0	0	11	10	29	14	10	12	12	2	4
gene_5640	0	0	0	150	22	27	40	19	29	8	7	32
gene_5641	0	0	0	17	11	4	13	6	4	7	2	8
gene_5642	0	0	0	49	7	11	24	16	17	16	3	19
gene_5643	0	0	0	0	0	1	3	0	0	0	0	0
gene_5644	0	0	0	4	1	7	5	1	2	5	0	9
gene_5645	0	0	0	3	7	8	10	6	4	1	2	4
gene_5646	0	0	0	8	2	6	2	2	1	0	0	2
gene_5647	0	0	0	0	0	0	0	0	0	0	0	0
gene_5648	0	0	0	6	12	18	14	4	9	1	1	10
gene_5649	0	0	0	14	3	15	13	6	6	7	1	5
gene_565	0	0	0	19	11	29	14	7	14	2	1	4
gene_5650	0	0	0	0	0	0	0	0	0	0	0	0
gene_5651	0	0	0	37	62	88	69	74	47	35	22	43
gene_5652	0	0	0	7	4	1	4	1	2	1	1	4
gene_5653	0	0	0	0	0	0	0	0	0	0	0	0
gene_5654	0	0	0	0	0	0	0	0	0	0	0	0
gene_5655	0	0	0	0	0	0	0	0	0	0	0	0
gene_5656	0	0	0	0	0	0	0	0	0	0	0	0
gene_5657	0	0	0	0	1	0	1	0	2	0	0	0
gene_5658	0	0	0	0	0	0	0	0	0	0	0	0
gene_5659	0	0	0	0	0	0	0	0	0	0	0	0
gene_566	0	0	0	4	1	5	3	3	5	2	4	3
gene_5660	0	0	0	0	0	0	0	0	0	0	0	0
gene_5661	0	0	0	0	0	0	0	0	0	0	0	0
gene_5662	0	0	0	0	0	0	0	0	0	0	0	0
gene_5663	0	0	0	0	0	0	0	0	0	0	0	0
gene_5664	0	0	0	40	22	32	77	36	32	27	14	40
gene_5665	0	0	0	8	2	10	2	1	1	0	0	2
gene_5666	0	0	0	0	0	0	0	0	0	0	0	0
gene_5667	0	0	0	6	0	5	5	3	8	2	1	4
gene_5668	0	0	0	51	20	27	38	26	14	14	9	22
gene_5669	0	0	0	0	0	0	0	0	0	0	0	0
