GeneID	GGABG	GGABH	GGABN	GGABO	GGABP	GGABS	GGABT	GGABU	GGABW	GGABX
gene_5097	0	0	0	9	0	5	0	9	0	3
gene_5098	0	0	0	0	1	1	0	2	1	2
gene_5099	0	0	0	0	0	0	0	0	0	0
gene_51	0	0	0	0	0	3	0	4	2	2
gene_510	0	0	0	1	0	1	0	1	0	3
gene_5100	0	0	0	0	0	0	0	0	0	0
gene_5101	0	0	0	16	0	2	5	12	2	7
gene_5102	0	0	0	0	0	0	0	0	0	0
gene_5103	0	0	0	46	4	12	8	39	10	32
gene_5104	0	0	0	0	0	0	0	0	0	0
gene_5105	0	0	0	17	0	1	0	5	6	1
gene_5106	0	0	0	15	2	6	4	23	8	9
gene_5107	0	0	0	9	0	4	4	19	1	10
gene_5108	0	0	0	18	0	2	0	11	0	10
gene_5109	0	0	0	89	2	21	22	101	52	70
gene_511	0	0	0	3	0	4	1	5	1	1
gene_5110	0	0	0	4	0	0	3	5	1	2
gene_5111	0	0	0	12	0	1	2	16	6	9
gene_5112	0	0	0	36	1	13	4	99	19	37
gene_5113	0	0	0	6	0	2	1	11	0	2
gene_5114	0	0	0	11	0	1	1	15	0	7
gene_5115	0	0	0	20	0	4	0	20	3	5
gene_5116	0	0	0	5	0	0	0	11	2	3
gene_5117	0	0	0	156	3	13	11	51	13	34
gene_5118	0	0	0	0	0	0	0	0	0	2
gene_5119	0	0	0	0	0	0	0	0	0	0
gene_512	0	0	0	25	1	0	0	21	10	17
gene_5120	0	0	0	0	0	0	0	0	0	0
gene_5121	0	0	0	32	0	1	3	32	5	12
gene_5122	0	0	0	18	1	0	1	1	3	6
gene_5123	0	0	0	6	0	1	4	11	1	7
gene_5124	0	0	0	281	2	15	11	43	16	41
gene_5125	0	0	0	1	0	0	0	0	0	0
gene_5126	0	0	0	1	0	0	0	7	0	5
gene_5127	0	0	0	4	0	3	3	2	1	3
gene_5128	0	0	0	7	0	3	3	14	2	5
gene_5129	0	0	0	5	0	2	2	16	3	2
gene_513	0	0	0	31	1	17	7	43	12	23
gene_5130	0	0	0	6	0	0	0	1	2	1
gene_5131	0	0	0	48	3	5	6	33	9	16
gene_5132	0	0	0	0	0	0	0	1	0	1
gene_5133	0	0	0	11	0	0	3	13	4	15
gene_5134	0	0	0	19	0	7	2	42	11	36
gene_5135	0	0	0	0	0	0	0	0	0	1
gene_5136	0	0	0	0	0	0	0	0	0	0
gene_5137	0	0	0	10	0	0	1	7	3	3
gene_5138	0	0	0	3	0	0	1	11	1	5
gene_5139	0	0	0	0	0	1	0	1	0	1
gene_514	0	0	0	2	0	0	0	4	1	1
gene_5140	0	0	0	2	0	2	1	0	0	5
gene_5141	0	0	0	12	0	1	0	4	3	1
gene_5142	0	0	0	3	0	0	0	0	0	0
gene_5143	0	0	0	2	0	7	0	5	0	9
gene_5144	0	0	0	0	0	0	0	0	0	0
gene_5145	0	0	0	20	0	5	0	6	6	5
gene_5146	0	0	0	11	0	3	0	0	1	0
gene_5147	0	0	0	16	0	7	4	16	3	19
gene_5148	0	0	0	0	0	0	0	0	0	0
gene_5149	0	0	0	59	3	17	13	74	33	58
gene_515	0	0	0	4	0	8	1	11	3	3
gene_5150	0	0	0	14	0	7	1	24	5	10
gene_5151	0	0	0	31	1	2	3	36	12	31
gene_5152	0	0	0	0	0	3	0	1	0	4
gene_5153	0	0	0	0	0	0	0	0	0	0
gene_5154	0	0	0	27	1	0	3	8	1	7
gene_5155	0	0	0	0	0	0	0	0	0	0
gene_5156	0	0	0	0	0	0	0	0	0	0
gene_5157	0	0	0	1	0	1	0	6	3	3
gene_5158	0	0	0	24	1	7	6	13	9	13
gene_5159	0	0	0	46	2	14	1	53	18	31
gene_516	0	0	0	0	0	0	0	0	0	0
gene_5160	0	0	0	15	1	1	2	29	6	7
gene_5161	0	0	0	40	1	10	8	59	9	26
gene_5162	0	0	0	50	5	4	14	36	17	30
gene_5163	0	0	0	0	0	0	0	3	2	0
gene_5164	0	0	0	17	1	1	0	16	4	11
gene_5165	0	0	0	16	2	0	3	12	3	9
gene_5166	0	0	0	4	0	0	0	0	0	0
gene_5167	0	0	0	2	0	2	6	18	4	25
gene_5168	0	0	0	0	0	1	0	3	0	5
gene_5169	0	0	0	2	0	1	1	6	2	10
gene_517	0	0	0	0	0	0	0	0	0	0
gene_5170	0	0	0	70	2	10	10	53	13	29
gene_5171	0	0	0	0	0	0	0	0	0	0
gene_5172	0	0	0	32	2	1	7	46	14	26
gene_5173	0	0	0	9	1	0	4	5	2	2
gene_5174	0	0	0	75	3	29	8	55	18	19
gene_5175	0	0	0	35	3	6	14	46	10	26
gene_5176	0	0	0	37	4	0	2	8	4	8
gene_5177	0	0	0	10	0	2	1	3	0	1
gene_5178	0	0	0	46	0	0	0	6	1	7
gene_5179	0	0	0	74	1	16	6	28	15	26
gene_518	0	0	0	0	0	0	0	0	0	0
gene_5180	0	0	0	79	0	7	0	9	0	9
gene_5181	0	0	0	0	0	0	0	0	0	0
gene_5182	0	0	0	2	0	0	0	8	0	1
gene_5183	0	0	0	8	0	1	0	4	6	6
gene_5184	0	0	0	0	0	0	0	0	2	0
gene_5185	0	0	0	0	0	0	0	0	0	0
gene_5186	0	0	0	9	0	0	3	2	1	6
gene_5187	0	0	0	8	0	6	2	15	2	13
gene_5188	0	0	0	0	0	0	0	0	0	0
gene_5189	0	0	0	0	0	0	0	0	0	0
gene_519	0	0	0	0	0	0	0	0	1	0
gene_5190	0	0	0	0	0	0	0	0	0	0
gene_5191	0	0	0	0	0	0	0	0	0	0
gene_5192	0	0	0	0	0	0	0	0	0	0
gene_5193	0	0	0	0	0	0	0	0	0	0
gene_5194	0	0	0	6	0	5	4	16	5	5
gene_5195	0	0	0	22	6	11	4	81	29	30
gene_5196	0	0	0	0	0	0	0	0	0	0
gene_5197	0	0	0	0	0	0	0	0	0	0
gene_5198	0	0	0	14	0	6	10	20	7	19
gene_5199	0	0	0	6	0	0	0	9	3	5
gene_52	0	0	0	15	1	0	6	18	3	10
gene_520	0	0	0	2	0	0	0	1	0	0
gene_5200	0	0	0	0	0	0	0	0	0	0
gene_5201	0	0	0	4	0	2	0	3	2	1
gene_5202	0	0	0	4	0	0	0	3	0	1
gene_5203	0	0	0	4	0	0	3	5	1	0
gene_5204	0	0	0	0	0	0	0	0	0	0
gene_5205	0	0	0	2	0	0	0	2	0	0
gene_5206	0	0	0	0	0	0	0	4	0	1
gene_5207	1	0	0	564	29	184	117	590	99	278
gene_5208	0	0	0	40	7	10	7	85	22	41
gene_5209	0	0	0	19	1	1	4	17	2	11
gene_521	0	0	0	8	0	2	0	5	3	4
gene_5210	0	0	0	9	0	4	5	11	6	13
gene_5211	0	0	0	197	1	0	6	72	8	20
gene_5212	0	0	0	16	2	4	3	15	10	16
gene_5213	0	0	0	42	3	14	5	50	12	28
gene_5214	0	0	0	5	0	0	0	18	1	8
gene_5215	0	0	0	1	0	0	0	0	0	0
gene_5216	0	0	0	16	1	3	2	24	4	6
gene_5217	0	0	0	5	0	0	0	6	0	2
gene_5218	0	0	0	2	1	9	0	9	1	3
gene_5219	0	0	0	0	0	0	1	0	0	1
gene_522	1	0	0	13	0	3	1	16	0	5
gene_5220	0	0	0	19	2	13	1	16	10	26
gene_5221	0	0	0	4	0	10	2	33	3	7
gene_5222	0	0	0	10	0	0	0	10	1	6
gene_5223	0	0	0	67	5	9	15	282	48	65
gene_5224	0	0	0	0	0	0	0	1	0	0
gene_5225	0	0	0	2	0	0	0	1	0	0
gene_5226	0	0	0	54	0	4	11	28	17	13
gene_5227	0	0	0	0	0	0	0	1	0	0
gene_5228	0	0	0	18	2	4	14	35	15	9
gene_5229	0	0	0	2	0	1	0	6	0	1
gene_523	0	0	0	219	0	0	3	11	7	11
gene_5230	0	0	0	48	0	16	4	59	13	28
gene_5231	0	0	0	44	6	4	5	88	13	38
gene_5232	0	0	0	6	0	0	0	0	0	0
gene_5233	0	0	0	38	4	6	7	37	14	32
gene_5234	0	0	0	25	0	4	0	15	4	9
gene_5235	0	0	0	39	3	15	23	92	20	70
gene_5236	0	0	0	26	0	9	15	25	2	26
gene_5237	0	0	0	3	0	0	0	0	1	0
gene_5238	0	0	0	0	0	0	0	0	0	0
gene_5239	0	0	0	0	1	0	0	1	0	0
gene_524	0	0	0	0	0	0	0	0	0	0
gene_5240	0	0	0	1	0	1	3	16	6	5
gene_5241	0	0	0	13	2	1	3	16	7	4
gene_5242	0	0	0	0	0	0	0	0	0	0
gene_5243	0	0	0	32	4	8	0	32	8	18
gene_5244	0	0	0	25	2	9	8	29	6	17
gene_5245	0	0	0	1	0	0	0	0	0	0
gene_5246	0	0	0	10	0	0	1	5	3	11
gene_5247	0	0	0	0	0	0	0	0	0	0
gene_5248	0	0	0	5	0	0	2	2	2	1
gene_5249	0	0	0	3	0	0	0	2	3	3
gene_525	0	0	0	7	0	0	3	29	9	11
gene_5250	0	0	0	0	0	0	0	6	0	0
gene_5251	0	0	0	14	2	5	6	30	8	16
gene_5252	0	0	0	0	0	0	0	0	0	0
gene_5253	0	0	0	4	0	0	0	1	0	1
gene_5254	0	0	0	2	0	0	1	0	0	0
gene_5255	0	0	0	15	0	11	12	27	6	6
gene_5256	0	0	0	28	0	13	3	44	11	17
gene_5257	0	0	0	10	1	0	2	14	3	5
gene_5258	0	0	0	6	0	0	1	3	0	4
gene_5259	0	0	0	6	0	0	1	1	1	1
gene_526	0	0	0	6	0	0	0	4	0	0
gene_5260	0	0	0	116	3	25	16	112	40	82
gene_5261	0	0	0	78	6	33	26	196	50	102
gene_5262	0	0	0	4	0	0	0	3	1	3
gene_5263	0	0	0	4	0	0	0	1	1	1
gene_5264	0	0	0	5	0	2	0	2	3	2
gene_5265	0	0	0	5	0	0	0	20	4	8
gene_5266	0	0	0	0	0	0	1	3	1	0
gene_5267	0	0	0	2	0	0	0	8	0	1
gene_5268	0	0	0	11	0	2	0	9	3	9
gene_5269	0	0	1	134	7	45	38	145	52	116
gene_527	0	0	0	6	0	4	0	8	1	4
gene_5270	0	0	0	13	0	0	1	5	3	0
gene_5271	0	0	0	30	1	4	0	23	6	16
gene_5272	0	0	0	96	0	22	11	113	31	68
gene_5273	0	0	0	178	15	20	56	244	71	126
gene_5274	0	0	0	52	4	9	15	37	7	34
gene_5275	0	0	0	78	1	21	8	80	18	45
gene_5276	0	0	0	46	2	23	13	69	11	57
gene_5277	0	0	0	0	0	0	0	0	0	0
gene_5278	0	0	0	18	1	9	9	22	2	20
gene_5279	0	0	0	43	0	1	4	36	13	28
gene_528	0	0	0	14	0	8	2	12	3	3
gene_5280	0	0	0	3	0	4	4	8	2	4
gene_5281	0	0	0	7	0	0	0	8	2	2
gene_5282	0	0	0	5	0	0	5	6	4	4
gene_5283	0	0	0	0	0	0	1	0	1	0
gene_5284	0	0	0	0	0	0	0	0	1	0
gene_5285	0	0	0	28	1	5	5	33	11	16
gene_5286	0	0	0	0	0	0	0	0	0	0
gene_5287	0	0	0	7	0	0	1	2	2	1
gene_5288	0	0	0	50	1	17	8	88	36	41
gene_5289	0	0	0	191	7	58	30	216	51	147
gene_529	0	0	0	0	0	0	0	0	0	0
gene_5290	0	0	0	13	0	0	0	11	2	3
gene_5291	0	0	0	15	0	5	3	3	2	7
gene_5292	0	0	0	40	4	21	7	66	11	15
gene_5293	0	0	0	23	1	1	6	13	10	13
gene_5294	0	0	0	13	4	8	2	18	8	12
gene_5295	0	0	0	0	0	0	0	0	0	0
gene_5296	0	0	0	16	0	8	0	9	6	9
gene_5297	0	0	0	31	5	0	3	39	4	30
gene_5298	0	0	0	4	0	0	0	0	0	1
gene_5299	0	0	0	1	0	0	0	5	0	0
gene_53	0	0	0	30	0	3	0	10	4	6
gene_530	0	0	0	0	0	0	0	0	0	0
gene_5300	0	0	0	0	0	0	0	2	0	1
gene_5301	0	0	0	13	8	3	13	47	13	31
gene_5302	0	0	0	1	0	1	0	3	1	0
gene_5303	0	0	0	14	0	2	3	14	4	7
gene_5304	0	0	0	0	0	0	0	0	0	0
gene_5305	0	0	0	0	0	0	0	0	0	0
gene_5306	0	0	0	7	0	4	1	4	7	5
gene_5307	0	0	0	3	0	3	0	10	0	6
gene_5308	0	0	0	0	0	0	0	0	0	4
gene_5309	0	0	0	7	0	1	0	20	5	11
gene_531	0	0	0	73	1	11	9	45	10	29
gene_5310	0	0	0	0	0	0	0	0	0	0
gene_5311	0	0	0	0	0	0	0	0	0	0
gene_5312	0	0	0	21	8	22	9	61	24	51
gene_5313	0	0	0	4	0	0	1	1	3	2
gene_5314	0	0	0	4	0	1	1	4	0	1
gene_5315	0	0	0	4	3	4	2	75	12	32
gene_5316	0	0	0	2	0	4	1	12	1	2
gene_5317	0	0	0	37	1	12	5	46	23	38
gene_5318	0	0	0	17	0	4	2	13	2	13
gene_5319	0	0	0	14	2	8	1	14	2	9
gene_532	0	0	0	0	0	0	0	0	0	0
gene_5320	0	0	0	0	0	0	0	0	0	0
gene_5321	0	0	0	0	0	0	0	0	1	0
gene_5322	0	0	0	2	0	0	0	0	0	0
gene_5323	0	0	0	0	0	0	0	0	0	0
gene_5324	0	0	0	40	3	1	1	21	7	21
gene_5325	0	0	0	0	0	0	0	1	0	0
gene_5326	0	0	0	0	0	0	0	0	0	0
gene_5327	0	0	0	44	0	17	9	38	12	22
gene_5328	0	0	0	6	1	4	0	2	6	2
gene_5329	0	0	0	7	2	5	1	4	0	2
gene_533	0	0	0	49	0	2	4	8	9	8
gene_5330	0	0	0	3	0	0	0	5	3	3
gene_5331	0	0	0	11	1	0	2	11	4	11
gene_5332	0	0	0	5	0	8	1	6	0	7
gene_5333	0	0	0	11	2	21	7	66	31	39
gene_5334	0	0	0	0	0	0	0	0	0	0
gene_5335	0	0	0	9	3	1	1	38	3	11
gene_5336	0	0	0	0	1	0	1	0	1	4
gene_5337	0	0	0	0	0	0	1	0	0	0
gene_5338	0	0	0	18	3	8	1	25	3	17
gene_5339	0	0	0	17	0	0	2	11	3	11
gene_534	0	0	0	14	0	3	1	16	7	5
gene_5340	0	0	0	137	9	26	19	154	27	56
gene_5341	0	0	0	11	8	8	11	35	23	26
gene_5342	0	0	0	15	1	7	14	27	16	25
gene_5343	0	0	0	0	0	0	0	0	0	0
gene_5344	0	0	0	3	0	0	0	7	1	2
gene_5345	0	0	0	40	1	10	5	41	13	23
gene_5346	0	0	0	1	0	0	4	4	0	6
gene_5347	0	0	0	54	5	16	11	32	6	38
gene_5348	0	0	0	0	0	0	0	0	0	0
gene_5349	0	0	0	34	4	12	3	10	10	25
gene_535	0	0	0	0	0	0	0	0	0	0
gene_5350	0	0	0	0	0	10	0	8	3	10
gene_5351	0	0	0	0	0	0	0	0	0	0
gene_5352	0	0	0	10	0	3	1	9	2	12
gene_5353	0	0	0	23	0	4	0	3	12	0
gene_5354	0	0	0	0	0	0	0	2	0	1
gene_5355	0	0	0	0	0	0	0	0	0	0
gene_5356	0	0	0	21	1	5	2	25	7	13
gene_5357	0	0	0	34	2	1	2	38	10	18
gene_5358	0	0	0	2	1	0	0	6	0	0
gene_5359	0	0	0	30	2	11	3	39	7	29
gene_536	0	0	0	94	3	24	22	90	22	57
gene_5360	0	0	0	15	0	0	3	25	3	14
gene_5361	0	0	0	0	0	0	0	0	0	0
gene_5362	0	0	0	0	0	0	0	0	0	0
gene_5363	0	0	0	0	0	0	0	0	0	0
gene_5364	0	0	0	5	1	3	1	3	2	3
gene_5365	0	0	0	0	0	0	0	0	0	0
gene_5366	0	0	0	0	0	0	0	0	0	0
gene_5367	0	0	0	22	1	3	2	32	4	15
gene_5368	0	0	0	0	0	0	0	0	0	0
gene_5369	0	0	0	40	2	13	5	44	7	14
gene_537	0	0	0	20	1	3	0	16	4	11
gene_5370	0	0	0	94	4	17	10	75	16	44
gene_5371	0	0	0	9	0	3	2	10	0	4
gene_5372	0	0	0	0	0	0	0	0	0	0
gene_5373	0	0	0	2	1	0	0	3	0	0
gene_5374	0	0	0	0	0	0	0	0	0	0
gene_5375	0	0	0	35	1	1	4	19	10	15
gene_5376	0	0	0	12	2	8	0	8	1	11
gene_5377	0	0	0	1	0	0	0	0	0	0
gene_5378	0	0	0	0	0	0	0	0	0	0
gene_5379	0	0	0	1	0	0	0	3	0	0
gene_538	0	0	0	8	0	3	1	10	2	5
gene_5380	0	0	0	0	0	3	0	1	0	0
gene_5381	0	0	0	2	0	0	0	0	0	0
gene_5382	0	0	0	1	0	0	0	0	0	2
gene_5383	0	0	0	2	0	0	0	0	1	0
gene_5384	0	0	0	3	0	0	0	0	1	0
gene_5385	0	0	0	9	0	1	3	11	3	11
gene_5386	0	0	0	1	0	0	0	4	0	0
gene_5387	0	0	0	0	0	0	0	0	0	0
gene_5388	0	0	0	29	0	3	5	34	8	35
gene_5389	0	0	0	149	13	47	41	240	66	122
gene_539	0	0	0	2	0	7	1	5	2	1
gene_5390	0	0	0	2	0	0	0	9	2	6
gene_5391	0	0	0	31	3	11	11	53	16	21
gene_5392	0	0	0	3	0	0	1	7	2	6
gene_5393	0	0	0	7	0	3	0	6	3	6
gene_5394	0	0	0	26	3	1	7	13	8	13
gene_5395	0	0	0	1	0	0	0	2	0	1
gene_5396	0	0	0	0	0	0	0	1	0	0
gene_5397	0	0	0	4	0	0	3	3	0	5
gene_5398	0	0	0	30	0	9	5	14	3	14
gene_5399	0	0	0	3	0	2	1	7	6	5
gene_54	0	0	0	2	0	0	0	1	0	0
gene_540	0	0	0	6	0	1	0	9	2	6
gene_5400	0	0	0	18	1	1	3	14	11	4
gene_5401	0	0	0	14	0	0	3	11	4	5
gene_5402	0	0	0	0	0	0	0	0	0	0
gene_5403	0	0	0	4	0	2	0	3	1	5
gene_5404	0	0	0	0	0	0	0	2	0	4
gene_5405	0	0	0	0	0	0	0	1	0	0
gene_5406	0	0	0	18	2	1	2	28	4	11
gene_5407	0	0	0	52	5	41	37	125	48	75
gene_5408	0	0	0	7	1	0	0	3	2	5
gene_5409	0	0	0	6	0	0	1	9	4	9
gene_541	0	0	0	2	0	1	1	10	3	5
gene_5410	0	0	0	0	0	0	0	0	0	0
gene_5411	0	0	0	0	0	0	0	0	0	0
gene_5412	0	0	0	10	2	16	3	26	9	19
gene_5413	0	0	0	0	0	0	0	0	0	0
gene_5414	0	0	0	58	2	20	10	67	31	34
gene_5415	0	0	0	0	0	0	0	0	0	0
gene_5416	0	0	0	0	0	0	0	0	0	0
gene_5417	0	0	0	0	0	0	0	0	0	0
gene_5418	0	0	0	29	1	9	4	58	10	34
gene_5419	0	0	0	13	3	7	0	20	8	16
gene_542	0	0	0	2	0	0	0	6	3	2
gene_5420	0	0	0	28	1	11	12	50	7	19
gene_5421	0	0	0	2	1	1	0	4	0	1
gene_5422	0	0	0	3	0	0	2	11	1	4
gene_5423	0	0	0	11	2	0	1	9	9	7
gene_5424	0	0	0	2	1	1	0	6	2	3
gene_5425	0	0	0	3	0	0	0	3	0	0
gene_5426	0	0	0	0	0	0	0	0	0	0
gene_5427	0	0	0	11	1	1	0	14	6	7
gene_5428	0	0	0	7	0	11	0	25	7	11
gene_5429	0	0	0	22	5	4	17	40	10	20
gene_543	0	0	0	9	0	0	2	7	4	8
gene_5430	0	0	0	191	3	28	19	65	21	66
gene_5431	0	0	0	4	0	0	0	0	0	0
gene_5432	0	0	0	3	0	1	0	3	4	5
gene_5433	0	0	0	9	1	0	0	10	1	6
gene_5434	0	0	0	12	2	3	4	17	6	5
gene_5435	0	0	0	5	0	7	8	15	6	11
gene_5436	0	0	0	52	2	15	3	44	13	35
gene_5437	0	0	0	13	0	5	0	11	6	21
gene_5438	0	0	0	3	0	0	0	0	0	0
gene_5439	0	0	0	34	2	4	0	37	10	45
gene_544	0	0	0	3	0	0	1	6	0	0
gene_5440	0	0	0	20	0	13	2	38	4	22
gene_5441	0	0	0	5	0	1	2	12	4	5
gene_5442	0	0	0	13	0	13	10	66	14	50
gene_5443	0	0	0	12	0	5	4	16	4	8
gene_5444	0	0	0	0	0	0	0	0	0	0
gene_5445	0	0	0	6	0	6	0	14	6	6
gene_5446	0	0	0	10	1	0	5	5	0	5
gene_5447	0	0	0	0	0	0	0	0	0	0
gene_5448	0	0	0	0	0	0	0	0	0	0
gene_5449	0	0	0	9	0	3	2	3	7	11
gene_545	0	0	0	32	1	1	9	41	11	22
gene_5450	0	0	0	6	0	3	2	17	5	8
gene_5451	0	0	0	3	0	0	1	4	1	0
gene_5452	0	0	0	0	0	5	0	1	0	0
gene_5453	0	0	0	1	0	0	0	4	3	1
gene_5454	0	0	0	10	1	1	3	11	4	9
gene_5455	0	0	0	20	0	0	3	12	5	6
gene_5456	0	0	0	4	0	0	0	6	0	5
gene_5457	0	0	0	15	0	4	0	18	3	12
gene_5458	0	0	0	0	0	0	5	1	0	0
gene_5459	1	0	0	20	0	11	6	38	10	20
gene_546	0	0	0	7	1	3	1	11	1	5
gene_5460	0	0	0	8	0	0	1	12	3	3
gene_5461	0	0	0	12	1	6	6	55	9	23
gene_5462	0	0	0	11	1	7	9	77	20	22
gene_5463	0	0	0	22	1	9	3	13	11	16
gene_5464	0	0	0	0	0	0	0	5	1	2
gene_5465	0	0	0	22	0	23	1	30	14	15
gene_5466	0	0	0	1	0	0	0	2	0	0
gene_5467	0	0	0	18	2	0	1	10	8	12
gene_5468	0	0	0	0	0	0	0	0	0	0
gene_5469	0	0	0	2	0	0	0	0	0	0
gene_547	0	0	0	9	0	6	0	8	4	5
gene_5470	0	0	0	0	0	0	0	0	0	0
gene_5471	0	0	0	2	0	0	0	1	3	1
gene_5472	0	0	0	4	0	0	0	2	1	3
gene_5473	0	0	0	67	8	29	12	75	22	36
gene_5474	0	0	0	17	0	1	6	30	15	20
gene_5475	0	0	0	3	0	0	5	6	3	6
gene_5476	0	0	0	12	1	7	7	23	9	25
gene_5477	0	0	0	0	0	0	0	0	0	1
gene_5478	0	0	0	4	2	0	0	3	1	2
gene_5479	0	0	0	0	0	0	0	0	0	0
gene_548	0	0	0	5	0	0	1	15	7	3
gene_5480	0	0	0	0	0	0	0	0	0	0
gene_5481	0	0	0	0	0	0	0	0	0	0
gene_5482	0	0	0	6	0	0	4	5	1	1
gene_5483	0	0	0	0	0	0	0	0	0	0
gene_5484	0	0	0	0	0	0	0	0	0	0
gene_5485	0	0	0	5	0	0	5	4	1	4
gene_5486	0	0	0	3	1	0	3	6	0	3
gene_5487	0	0	0	1	0	0	4	6	0	3
gene_5488	0	0	0	0	0	0	0	1	1	2
gene_5489	0	0	0	11	0	0	0	8	4	5
gene_549	0	0	0	21	0	7	4	29	7	25
gene_5490	0	0	0	0	0	0	0	0	0	0
gene_5491	0	0	0	0	0	0	2	1	0	6
gene_5492	0	0	0	0	0	0	0	2	0	2
gene_5493	0	0	0	3	0	0	0	2	0	4
gene_5494	0	0	0	0	0	0	0	0	0	0
gene_5495	0	0	0	34	1	0	0	16	9	26
gene_5496	0	0	0	0	0	0	0	0	0	0
gene_5497	0	0	0	3	0	0	0	1	0	0
gene_5498	0	0	0	2	2	0	1	9	2	4
gene_5499	0	0	0	21	1	11	7	45	10	21
gene_55	0	0	0	1	0	0	0	2	0	0
gene_550	0	0	0	18	1	10	3	16	0	5
gene_5500	0	0	0	2	0	0	0	4	0	0
gene_5501	0	0	0	0	0	6	0	0	0	4
gene_5502	0	0	0	2	1	3	2	6	3	9
gene_5503	0	0	0	26	0	1	1	25	4	10
gene_5504	0	0	0	0	0	0	0	0	0	0
gene_5505	0	0	0	0	0	0	0	0	0	0
gene_5506	0	0	0	0	0	0	0	0	0	0
gene_5507	0	0	0	0	0	0	0	0	0	0
gene_5508	0	0	0	0	0	0	0	0	0	0
gene_5509	0	0	0	287	15	84	72	368	67	137
gene_551	0	0	0	7	0	2	2	11	2	9
gene_5510	0	0	0	44	3	7	6	24	13	36
gene_5511	0	0	0	0	0	0	0	0	0	0
gene_5512	0	0	0	1	0	0	0	0	0	1
gene_5513	0	0	0	191	13	40	27	205	63	133
gene_5514	0	0	0	8	1	4	0	25	7	5
gene_5515	0	0	0	3	0	0	0	1	0	0
gene_5516	0	0	0	10	1	3	1	7	2	6
gene_5517	0	0	0	0	0	0	0	0	0	0
gene_5518	0	0	0	15	0	0	2	8	0	7
gene_5519	0	0	0	2	0	0	0	4	0	5
gene_552	0	0	0	2	0	0	0	3	0	0
gene_5520	0	0	0	5	0	6	5	11	1	4
gene_5521	0	0	0	0	1	0	1	11	4	3
gene_5522	0	0	0	23	2	0	1	23	6	11
gene_5523	0	0	0	31	1	13	2	57	18	24
gene_5524	0	0	0	22	2	8	12	34	5	25
gene_5525	0	0	0	16	4	7	8	59	11	23
gene_5526	0	0	0	0	0	0	0	1	0	1
gene_5527	0	0	0	11	2	7	3	27	2	19
gene_5528	0	0	0	55	1	1	6	44	23	26
gene_5529	0	0	0	15	0	6	1	26	8	14
gene_553	0	0	0	21	0	1	2	23	4	12
gene_5530	0	0	0	1	0	7	1	27	9	14
gene_5531	0	0	0	25	1	9	3	30	7	16
gene_5532	0	0	0	41	3	6	6	11	3	20
gene_5533	0	0	0	13	1	5	4	10	3	10
gene_5534	0	0	0	32	1	13	7	66	12	27
gene_5535	0	0	0	11	0	0	3	29	6	11
gene_5536	0	0	0	21	0	0	1	20	2	8
gene_5537	1	0	0	29	0	8	11	27	7	12
gene_5538	0	0	0	22	0	0	0	13	6	11
gene_5539	0	0	0	10	1	0	0	4	5	4
gene_554	0	0	0	6	3	5	6	12	4	3
gene_5540	0	0	0	98	5	41	32	141	52	103
gene_5541	0	0	0	1	1	0	0	5	1	5
gene_5542	0	0	0	10	0	3	0	9	8	4
gene_5543	0	0	0	14	2	6	4	6	2	5
gene_5544	0	0	0	41	1	4	4	56	5	17
gene_5545	0	0	0	5	1	1	3	7	2	4
gene_5546	0	0	0	64	1	4	8	44	13	30
gene_5547	0	0	0	1	0	0	0	0	2	4
gene_5548	0	0	0	141	4	32	38	112	74	69
gene_5549	0	0	0	86	0	0	3	33	7	12
gene_555	0	0	0	1	0	0	1	2	0	0
gene_5550	0	0	0	51	0	24	21	72	16	52
gene_5551	0	0	0	86	3	6	8	71	17	56
gene_5552	0	0	0	49	1	6	10	52	10	21
gene_5553	0	0	0	52	1	20	19	114	20	65
gene_5554	0	0	0	31	2	7	16	35	12	20
gene_5555	0	0	0	1	0	1	0	0	0	0
gene_5556	0	0	0	0	0	0	0	0	0	0
gene_5557	0	0	0	0	0	0	0	0	0	0
gene_5558	0	0	0	0	0	0	0	0	0	0
gene_5559	0	0	0	7	2	6	0	15	6	8
gene_556	0	0	0	22	2	1	10	54	14	20
gene_5560	0	0	0	12	3	1	2	39	12	10
gene_5561	0	0	0	27	2	17	4	66	24	54
gene_5562	0	0	0	32	4	5	9	37	9	15
gene_5563	0	0	0	15	0	5	2	27	11	10
gene_5564	0	0	0	3	0	2	2	17	2	10
gene_5565	0	0	0	3	1	0	2	27	6	6
gene_5566	0	0	0	19	0	4	3	9	1	15
gene_5567	0	0	0	65	1	10	15	50	24	27
gene_5568	0	0	0	13	0	0	1	3	2	7
gene_5569	0	0	0	1	0	0	0	2	0	0
gene_557	0	0	0	33	1	6	7	15	4	15
gene_5570	0	0	0	2	0	0	5	7	1	2
gene_5571	0	0	0	8	0	3	5	21	8	16
gene_5572	0	0	0	3	1	1	0	7	0	8
gene_5573	0	0	0	2	0	0	0	2	1	3
gene_5574	0	0	0	6	0	0	0	9	0	6
gene_5575	0	0	0	7	0	3	2	4	5	6
gene_5576	0	0	0	7	1	0	0	4	2	3
gene_5577	0	0	0	4	0	1	2	17	4	14
gene_5578	0	0	0	1	0	4	0	1	0	0
gene_5579	0	0	0	74	3	11	8	92	28	56
gene_558	0	0	0	12	0	3	1	14	4	7
gene_5580	0	0	0	3	0	0	5	7	1	3
