GeneID	GGHNY	GGHNZ	GGHOA	GGHOH	GGHON	GGHOO	GGHOP	GGHOS	GGHOT	GGHOB	GGHOC	GGHOG
gene_2392	0	0	0	2	2	0	0	10	6	2	2	2
gene_2393	0	0	0	131	59	28	47	164	239	28	57	60
gene_2394	0	0	0	23	8	11	2	15	20	2	4	10
gene_2395	0	0	0	31	14	12	5	27	26	5	12	24
gene_2396	0	0	0	36	7	9	3	16	11	2	3	17
gene_2397	0	0	0	22	14	11	1	11	21	4	16	8
gene_2398	0	0	0	13	15	3	3	7	14	4	5	6
gene_2399	0	0	0	111	53	40	8	63	74	19	22	38
gene_24	0	0	0	33	15	14	2	21	23	3	6	11
gene_240	0	0	0	0	2	1	0	2	2	1	0	0
gene_2400	0	0	0	0	0	1	0	0	0	0	0	0
gene_2401	0	0	0	29	6	4	3	24	10	5	9	12
gene_2402	0	0	0	44	23	18	12	41	26	11	14	29
gene_2403	0	0	0	61	37	17	6	60	47	12	23	40
gene_2404	0	0	0	9	6	1	2	32	39	7	11	8
gene_2405	0	0	0	293	141	88	26	262	204	51	72	135
gene_2406	0	0	0	9	3	3	7	27	29	8	10	9
gene_2407	0	0	0	16	6	3	2	7	9	3	0	9
gene_2408	0	0	0	28	16	5	3	27	19	1	8	10
gene_2409	0	0	0	51	6	20	2	28	25	7	13	19
gene_241	0	0	0	31	18	11	3	22	30	7	8	11
gene_2410	0	0	0	82	33	22	4	29	35	17	19	13
gene_2411	0	0	0	8	7	0	2	10	14	4	6	4
gene_2412	0	0	0	4	2	2	2	7	4	1	1	2
gene_2413	0	0	0	39	13	17	5	30	36	7	11	7
gene_2414	0	0	0	39	15	10	4	36	51	5	8	17
gene_2415	0	0	0	8	3	4	2	8	6	2	0	1
gene_2416	0	0	0	5	1	0	0	2	3	0	0	2
gene_2417	0	0	0	17	5	2	5	27	15	10	9	12
gene_2418	0	0	0	242	46	82	23	133	158	49	60	104
gene_2419	0	0	0	8	3	3	0	8	5	1	1	4
gene_242	0	0	0	182	120	51	21	105	138	39	54	91
gene_2420	0	0	0	4	0	5	0	3	1	0	0	0
gene_2421	0	0	0	0	0	0	0	0	0	0	0	0
gene_2422	0	0	0	53	30	14	6	15	29	8	9	16
gene_2423	0	0	0	27	2	3	1	11	10	0	3	5
gene_2424	0	0	0	2	3	3	1	2	6	1	0	1
gene_2425	0	0	0	1	2	2	1	3	3	0	0	2
gene_2426	0	0	0	23	10	9	3	25	37	6	11	21
gene_2427	0	0	0	25	23	4	4	16	11	3	4	11
gene_2428	0	0	0	3	4	2	0	7	1	0	1	3
gene_2429	0	0	0	0	2	0	1	3	1	3	3	2
gene_243	0	0	0	1	0	0	0	5	2	3	4	2
gene_2430	0	0	0	12	7	6	3	6	8	0	5	3
gene_2431	0	0	0	5	2	2	0	11	11	9	0	3
gene_2432	0	0	0	3	2	2	0	4	1	0	1	1
gene_2433	0	0	0	61	31	20	7	31	30	7	15	21
gene_2434	0	0	0	32	15	8	4	21	24	10	8	14
gene_2435	0	0	0	5	3	3	0	13	10	4	3	4
gene_2436	0	0	0	2	0	0	0	1	2	1	1	2
gene_2437	0	0	0	54	30	9	14	80	60	16	45	28
gene_2438	0	0	0	12	4	8	3	12	12	5	9	5
gene_2439	0	0	0	53	26	18	6	56	41	19	18	27
gene_244	0	0	0	18	1	6	4	107	74	7	17	9
gene_2440	0	0	0	96	44	16	10	83	72	20	32	54
gene_2441	0	0	0	79	51	21	9	34	50	7	19	27
gene_2442	0	0	0	4	5	2	1	10	8	1	3	2
gene_2443	0	0	0	2	2	1	0	3	3	0	0	1
gene_2444	0	0	0	77	46	26	2	50	70	15	35	26
gene_2445	0	0	0	0	0	0	0	0	0	0	0	0
gene_2446	0	0	0	5	2	4	0	2	3	1	1	2
gene_2447	0	0	0	6	0	1	1	1	7	0	1	3
gene_2448	0	0	0	8	0	5	0	0	0	1	0	0
gene_2449	0	0	0	1	0	0	0	5	9	0	0	3
gene_245	0	0	0	78	43	29	8	63	61	15	14	40
gene_2450	0	0	0	3	0	1	4	16	16	6	5	2
gene_2451	0	0	0	9	3	7	0	7	7	0	1	3
gene_2452	0	0	0	36	23	12	2	11	24	1	11	11
gene_2453	0	0	0	0	0	0	0	0	0	0	0	0
gene_2454	0	0	0	0	0	0	0	0	0	0	0	0
gene_2455	0	0	0	49	24	18	3	39	43	5	17	25
gene_2456	0	0	0	105	48	29	12	65	75	11	19	31
gene_2457	0	0	0	1	0	0	0	2	1	0	0	1
gene_2458	0	0	0	7	0	4	0	0	2	0	0	3
gene_2459	0	0	0	52	29	23	15	43	54	12	23	29
gene_246	0	0	0	46	20	13	6	48	51	11	17	8
gene_2460	0	0	0	1	2	2	0	1	2	0	1	4
gene_2461	0	0	0	0	0	0	0	0	0	0	0	0
gene_2462	0	0	0	2	0	3	0	2	1	0	1	1
gene_2463	0	0	0	1	0	0	0	3	2	0	0	1
gene_2464	0	0	0	6	0	0	4	22	15	10	5	14
gene_2465	0	0	0	0	5	3	0	1	2	0	0	0
gene_2466	0	0	0	26	12	8	1	12	12	3	3	2
gene_2467	0	0	0	65	17	11	11	54	46	6	18	33
gene_2468	0	0	0	0	1	0	0	2	1	0	2	0
gene_2469	0	0	0	32	21	11	1	8	10	0	7	8
gene_247	0	0	0	9	1	1	0	10	7	3	1	1
gene_2470	0	0	0	20	9	8	4	11	28	5	8	13
gene_2471	0	0	0	32	28	16	1	13	9	6	6	15
gene_2472	0	0	0	1	0	0	4	3	4	2	2	4
gene_2473	0	0	0	5	0	1	2	3	6	1	1	1
gene_2474	0	0	0	62	41	22	4	49	46	8	18	26
gene_2475	0	0	0	40	20	11	8	34	38	6	14	10
gene_2476	0	0	0	3	0	0	1	5	3	2	1	3
gene_2477	0	0	0	59	15	15	4	17	21	3	7	15
gene_2478	0	0	0	39	17	5	8	23	39	5	14	19
gene_2479	0	0	0	35	21	8	2	18	17	3	10	12
gene_248	0	0	0	0	0	4	1	1	3	0	0	4
gene_2480	0	0	0	10	0	1	0	5	1	0	1	1
gene_2481	0	0	0	86	38	11	5	39	38	5	20	28
gene_2482	0	0	0	24	7	4	3	28	46	4	13	20
gene_2483	0	0	0	21	6	9	1	27	7	9	11	4
gene_2484	0	0	0	16	16	4	2	8	6	1	4	3
gene_2485	0	0	0	91	57	20	12	74	87	5	20	41
gene_2486	0	0	0	41	22	10	3	27	40	13	17	21
gene_2487	0	0	0	131	32	22	12	87	134	18	39	59
gene_2488	0	0	0	54	36	31	18	90	115	22	48	53
gene_2489	0	0	0	23	8	10	4	17	21	0	6	3
gene_249	0	0	0	0	1	3	1	8	2	0	1	3
gene_2490	0	0	0	65	23	22	5	38	40	6	22	33
gene_2491	0	0	0	15	10	5	5	11	11	1	9	6
gene_2492	0	0	0	221	108	82	39	270	285	86	121	191
gene_2493	0	0	0	2	0	0	0	3	4	0	2	0
gene_2494	0	0	0	61	16	20	7	35	57	8	14	28
gene_2495	0	0	0	23	7	10	0	7	4	4	1	4
gene_2496	0	0	0	34	17	10	7	12	32	10	9	12
gene_2497	0	0	0	36	35	13	10	57	60	15	16	23
gene_2498	0	0	0	17	9	9	1	27	31	4	12	10
gene_2499	0	0	0	2	1	1	0	3	2	1	2	1
gene_25	0	0	0	6	3	9	0	8	8	2	1	1
gene_250	0	0	0	2	0	5	0	3	0	0	0	0
gene_2500	0	0	0	41	6	8	3	25	26	14	14	29
gene_2501	0	0	0	44	27	15	5	49	45	5	12	33
gene_2502	0	0	0	63	31	13	10	59	55	8	16	16
gene_2503	0	0	0	1	0	0	0	0	0	1	0	2
gene_2504	0	0	0	0	1	1	0	0	0	0	0	0
gene_2505	0	0	0	8	6	4	1	17	12	1	3	6
gene_2506	0	0	0	20	9	15	3	22	25	2	5	5
gene_2507	0	0	0	5	1	3	1	4	6	0	3	2
gene_2508	0	0	0	10	0	6	1	10	12	1	1	5
gene_2509	0	0	0	44	15	12	6	27	36	2	12	10
gene_251	0	0	0	11	4	3	3	3	7	1	1	2
gene_2510	0	0	0	28	21	14	2	16	26	5	11	13
gene_2511	0	0	0	39	24	8	3	29	14	7	8	12
gene_2512	0	0	0	126	72	49	7	79	78	18	21	52
gene_2513	0	0	0	0	0	0	0	0	0	0	0	0
gene_2514	0	0	0	28	11	10	0	10	4	2	4	3
gene_2515	0	0	0	5	5	3	1	1	1	0	0	0
gene_2516	0	0	0	19	16	11	6	31	21	3	11	8
gene_2517	0	0	0	23	18	7	4	17	16	4	5	10
gene_2518	0	0	0	23	12	10	3	10	14	7	4	15
gene_2519	0	0	0	38	10	18	7	69	143	9	26	16
gene_252	0	0	0	4	3	3	0	15	11	3	5	5
gene_2520	0	0	0	0	0	0	0	0	0	0	0	0
gene_2521	0	0	0	8	5	2	1	11	9	1	3	4
gene_2522	0	0	0	31	26	9	2	28	14	3	3	9
gene_2523	0	0	0	24	13	8	1	12	18	0	8	8
gene_2524	0	0	0	4	8	1	2	0	1	1	2	0
gene_2525	0	0	0	25	20	8	3	22	24	10	7	13
gene_2526	0	0	0	414	272	146	39	306	303	53	113	164
gene_2527	0	0	0	0	0	0	0	0	0	0	0	0
gene_2528	0	0	0	0	0	0	0	0	0	0	0	0
gene_2529	0	0	0	24	15	9	1	16	12	3	2	8
gene_253	0	0	0	17	7	5	9	30	8	1	18	14
gene_2530	0	0	0	11	6	3	1	6	3	2	5	3
gene_2531	0	0	0	7	4	2	0	5	2	0	1	5
gene_2532	0	0	0	33	30	17	4	14	19	2	5	7
gene_2533	0	0	0	45	44	10	1	13	15	0	8	9
gene_2534	0	0	0	0	0	0	0	0	0	1	0	0
gene_2535	0	0	0	96	94	40	6	73	60	8	33	45
gene_2536	0	0	0	146	19	33	36	106	103	88	89	87
gene_2537	0	0	0	7	6	4	2	10	5	3	3	5
gene_2538	0	0	0	11	6	7	5	73	49	19	35	27
gene_2539	0	0	0	32	15	13	8	41	39	8	18	21
gene_254	0	0	0	0	0	0	0	0	0	0	0	0
gene_2540	0	0	0	34	9	5	3	23	24	2	10	20
gene_2541	0	0	0	2	0	0	0	6	2	1	0	0
gene_2542	0	0	0	26	14	6	7	33	30	16	18	17
gene_2543	0	0	0	6	5	7	0	10	11	2	9	6
gene_2544	0	0	0	4	1	3	0	4	5	0	0	1
gene_2545	0	0	0	24	6	9	8	20	11	3	7	6
gene_2546	0	0	0	0	0	0	0	3	4	0	0	0
gene_2547	0	0	0	12	2	1	4	59	60	9	20	29
gene_2548	0	0	0	23	14	8	2	37	48	4	14	25
gene_2549	0	0	0	106	87	21	5	61	82	5	17	25
gene_255	0	0	0	58	36	9	31	108	57	18	24	23
gene_2550	0	0	0	83	45	30	15	78	73	20	40	31
gene_2551	0	0	0	35	27	17	3	34	23	13	13	25
gene_2552	0	0	0	59	24	15	3	42	45	1	20	24
gene_2553	0	0	0	9	5	2	0	6	7	0	1	3
gene_2554	0	0	0	1	1	0	0	1	1	0	0	0
gene_2555	0	0	0	1	0	0	1	0	2	1	0	0
gene_2556	0	0	0	3	0	1	0	7	1	2	1	1
gene_2557	0	0	0	65	23	17	4	47	55	10	22	30
gene_2558	0	0	0	4	1	0	4	7	4	0	5	5
gene_2559	0	0	0	3	4	0	1	4	3	4	9	4
gene_256	0	0	0	4	4	4	0	1	1	0	0	0
gene_2560	0	0	0	0	0	0	0	0	0	0	0	0
gene_2561	0	0	0	2	6	2	0	2	3	3	2	2
gene_2562	0	0	0	0	0	0	0	0	0	0	0	0
gene_2563	0	0	0	76	36	24	7	50	59	13	24	31
gene_2564	0	0	0	1	2	0	0	2	2	0	0	0
gene_2565	0	0	0	4	0	2	2	5	5	1	3	0
gene_2566	0	0	0	9	2	7	0	10	13	2	1	9
gene_2567	0	0	0	8	4	5	0	12	22	7	4	7
gene_2568	0	0	0	622	307	181	64	474	639	102	212	240
gene_2569	0	0	0	81	21	37	12	68	67	15	21	36
gene_257	0	0	0	2	0	1	0	3	1	0	2	3
gene_2570	0	0	0	16	14	3	5	19	21	1	11	7
gene_2571	0	0	0	2	0	2	0	0	6	0	1	1
gene_2572	0	0	0	406	215	124	50	280	323	78	119	178
gene_2573	0	0	0	12	5	7	1	3	10	2	5	4
gene_2574	0	0	0	0	0	0	0	0	1	0	0	0
gene_2575	0	0	0	59	32	22	3	65	73	8	26	26
gene_2576	0	0	0	170	94	70	15	142	138	36	58	83
gene_2577	0	0	0	114	45	36	14	97	142	29	68	83
gene_2578	0	0	0	17	17	9	3	24	54	8	11	11
gene_2579	0	0	0	107	58	37	14	83	89	36	34	50
gene_258	0	0	0	198	101	87	27	175	171	51	61	132
gene_2580	0	0	0	26	18	9	3	16	22	7	7	8
gene_2581	0	0	0	24	14	10	5	9	24	2	1	5
gene_2582	0	0	0	0	0	0	0	1	2	0	0	0
gene_2583	0	0	0	26	17	8	5	33	32	2	10	14
gene_2584	0	0	0	16	7	6	1	7	7	0	0	9
gene_2585	0	0	0	9	7	6	1	4	5	1	2	3
gene_2586	0	0	0	18	9	12	4	10	24	1	7	5
gene_2587	0	0	0	32	7	12	4	27	39	2	11	19
gene_2588	0	0	0	0	0	0	0	0	0	0	0	0
gene_2589	0	0	0	51	23	22	2	35	25	7	5	24
gene_259	0	0	0	24	9	6	5	19	20	8	9	12
gene_2590	0	0	0	44	5	23	0	12	11	3	3	12
gene_2591	0	0	0	8	0	3	0	1	0	0	0	1
gene_2592	0	0	0	25	9	4	3	17	22	2	5	7
gene_2593	0	0	0	137	51	29	15	89	96	18	43	49
gene_2594	0	0	0	25	7	5	2	9	6	1	8	11
gene_2595	0	0	0	0	0	1	0	3	0	0	0	0
gene_2596	0	0	0	0	0	0	0	0	0	0	0	0
gene_2597	0	0	0	3	1	0	0	1	1	1	0	2
gene_2598	0	0	0	3	1	3	1	15	4	3	6	7
gene_2599	0	0	0	27	10	11	5	28	32	9	10	18
gene_26	0	0	0	18	17	5	1	21	16	2	5	7
gene_260	0	0	0	12	1	5	2	5	5	0	1	0
gene_2600	0	0	0	21	6	7	1	17	14	5	9	10
gene_2601	0	0	0	54	39	21	15	40	62	20	21	25
gene_2602	0	0	0	84	46	19	14	91	58	24	42	47
gene_2603	0	0	0	0	0	0	0	0	0	0	0	0
gene_2604	0	0	0	0	0	0	0	0	0	0	0	0
gene_2605	0	0	0	232	227	84	183	1191	969	362	757	1025
gene_2606	0	0	0	19	7	5	6	27	15	4	10	13
gene_2607	0	0	0	33	33	17	1	5	22	0	5	7
gene_2608	0	0	0	14	13	10	4	13	12	0	3	6
gene_2609	0	0	0	0	0	0	0	0	0	0	0	0
gene_261	0	0	0	6	2	1	0	2	3	0	1	0
gene_2610	0	0	0	34	15	19	4	34	34	4	9	23
gene_2611	0	0	0	4	5	3	0	6	7	1	2	3
gene_2612	0	0	0	0	2	0	0	3	4	0	2	1
gene_2613	0	0	0	2	1	0	0	1	2	0	2	1
gene_2614	0	0	0	58	29	24	6	75	42	6	36	26
gene_2615	0	0	0	64	32	15	3	48	41	8	16	27
gene_2616	0	0	0	53	27	15	5	63	50	10	23	29
gene_2617	0	0	0	33	12	5	5	25	17	8	6	11
gene_2618	0	0	0	1	7	3	1	6	1	1	0	1
gene_2619	0	0	0	24	7	13	3	24	14	4	9	11
gene_262	0	0	0	294	137	107	20	278	334	52	87	120
gene_2620	0	0	0	3	3	0	1	9	12	6	3	4
gene_2621	0	0	0	3	3	1	0	7	13	3	5	1
gene_2622	0	0	0	5	0	1	1	0	3	0	1	6
gene_2623	0	0	0	81	57	35	9	50	60	11	18	37
gene_2624	0	0	0	37	16	14	3	25	28	4	14	23
gene_2625	0	0	0	3	1	3	0	4	4	2	1	1
gene_2626	0	0	0	41	20	9	5	43	40	4	18	16
gene_2627	0	0	0	9	4	3	2	16	7	1	4	10
gene_2628	0	0	0	2	0	0	2	2	6	0	0	2
gene_2629	0	0	0	7	6	6	0	5	2	1	5	3
gene_263	0	0	0	0	0	1	0	0	1	0	0	0
gene_2630	0	0	0	167	88	67	15	113	135	23	44	38
gene_2631	0	0	0	30	22	21	3	26	46	8	9	17
gene_2632	0	0	0	6	0	3	5	10	21	4	9	16
gene_2633	0	0	0	6	2	8	1	6	11	12	11	5
gene_2634	0	0	0	0	0	0	0	0	0	0	0	0
gene_2635	0	0	0	115	56	29	13	77	72	20	37	38
gene_2636	0	0	0	0	0	0	0	0	0	0	0	0
gene_2637	0	0	0	2	0	1	1	1	0	0	0	0
gene_2638	0	0	0	5	1	1	1	9	7	2	6	4
gene_2639	0	0	0	43	28	5	6	35	43	4	13	17
gene_264	0	0	0	0	1	1	0	0	0	0	0	0
gene_2640	0	0	0	0	0	1	0	3	2	1	5	5
gene_2641	0	0	0	11	9	7	0	10	12	3	3	6
gene_2642	0	0	0	57	38	27	2	38	35	12	16	24
gene_2643	0	0	0	76	10	31	37	248	203	43	62	173
gene_2644	0	0	0	10	5	1	0	3	2	0	2	3
gene_2645	0	0	0	62	20	12	4	40	40	14	20	32
gene_2646	0	0	0	0	0	0	0	0	0	0	0	0
gene_2647	0	0	0	16	8	11	4	18	23	7	7	10
gene_2648	0	0	0	16	13	8	0	19	21	0	11	5
gene_2649	0	0	0	1	3	0	0	3	5	2	4	3
gene_265	0	0	0	12	5	1	0	15	7	1	3	16
gene_2650	0	0	0	2	0	0	0	3	1	0	2	1
gene_2651	0	0	0	68	28	33	11	60	81	19	25	47
gene_2652	0	0	0	71	28	5	11	41	71	16	28	60
gene_2653	0	0	0	4	6	0	0	3	2	1	5	2
gene_2654	0	0	0	257	122	58	23	184	219	41	69	102
gene_2655	0	0	0	16	12	5	1	25	24	5	7	18
gene_2656	0	0	0	276	151	71	18	191	204	28	35	111
gene_2657	0	0	0	72	8	27	5	42	53	16	12	26
gene_2658	0	0	0	0	0	0	0	0	0	0	0	0
gene_2659	0	0	0	0	0	0	0	0	0	0	0	0
gene_266	0	0	0	3	1	2	0	4	2	0	0	2
gene_2660	0	0	0	32	13	12	3	14	32	4	11	21
gene_2661	0	0	0	0	0	0	0	0	0	0	0	0
gene_2662	0	0	0	91	36	26	3	71	69	12	13	21
gene_2663	0	0	0	6	6	0	0	8	8	1	1	5
gene_2664	0	0	0	2	0	0	0	0	2	0	0	2
gene_2665	0	0	0	38	26	12	1	14	20	1	3	6
gene_2666	0	0	0	7	3	3	3	4	5	1	0	1
gene_2667	0	0	0	0	1	0	0	0	0	0	0	0
gene_2668	0	0	0	118	50	22	6	69	64	11	28	38
gene_2669	0	0	0	151	105	64	8	106	143	8	33	51
gene_267	0	0	0	37	18	22	2	33	33	8	12	16
gene_2670	0	0	0	110	51	44	9	85	111	8	22	63
gene_2671	0	0	0	362	295	125	30	281	286	50	90	152
gene_2672	0	0	0	0	0	0	0	0	0	0	0	0
gene_2673	0	0	0	19	17	13	2	12	10	6	8	11
gene_2674	0	0	0	0	2	0	0	2	0	0	0	0
gene_2675	0	0	0	0	0	0	0	0	0	0	0	0
gene_2676	0	0	0	5	0	2	0	3	3	1	1	3
gene_2677	0	0	0	24	15	2	1	15	11	4	4	4
gene_2678	0	0	0	86	61	28	12	76	100	13	34	33
gene_2679	0	0	0	1	1	0	0	2	0	0	0	1
gene_268	0	0	0	9	2	2	0	1	3	0	0	3
gene_2680	0	0	0	3	1	1	0	7	4	2	2	3
gene_2681	0	0	0	4	8	2	0	3	5	0	0	1
gene_2682	0	0	0	11	6	0	2	61	7	0	3	6
gene_2683	0	0	0	14	3	1	1	9	9	2	8	3
gene_2684	0	0	0	0	0	0	0	1	3	1	0	0
gene_2685	0	0	0	2	3	5	0	5	4	0	0	0
gene_2686	0	0	0	0	0	0	0	0	0	0	1	0
gene_2687	0	0	0	2	0	0	0	0	0	0	0	0
gene_2688	0	0	0	19	15	10	1	8	12	3	1	13
gene_2689	0	0	0	290	120	80	28	215	257	39	84	110
gene_269	0	0	0	45	24	13	5	51	50	7	24	28
gene_2690	0	0	0	356	198	88	43	377	428	82	155	221
gene_2691	0	0	0	35	18	5	1	37	37	4	13	21
gene_2692	0	0	0	0	0	0	0	0	0	0	0	0
gene_2693	0	0	0	2	0	0	0	0	3	1	0	2
gene_2694	0	0	0	14	2	4	1	9	17	1	5	6
gene_2695	0	0	0	24	15	13	0	16	17	7	9	11
gene_2696	0	0	0	135	57	51	34	166	185	24	57	104
gene_2697	0	0	0	141	23	39	5	74	154	25	56	79
gene_2698	0	0	0	13	2	11	2	9	14	0	4	3
gene_2699	0	0	0	30	17	16	3	26	19	7	18	20
gene_27	0	0	0	12	6	6	2	11	15	0	4	3
gene_270	0	0	0	0	0	0	0	0	0	0	0	4
gene_2700	0	0	0	4	2	6	2	8	5	1	2	3
gene_2701	0	0	0	133	39	41	17	93	105	26	45	77
gene_2702	0	0	0	12	3	2	5	23	20	10	13	12
gene_2703	0	0	0	7	3	2	1	9	7	4	4	4
gene_2704	0	0	0	9	5	2	5	8	18	2	7	11
gene_2705	0	0	0	14	2	4	4	15	11	3	3	2
gene_2706	0	0	0	3	1	0	1	14	19	4	3	9
gene_2707	0	0	0	40	17	18	4	30	40	1	6	25
gene_2708	0	0	0	8	4	2	7	20	38	5	13	6
gene_2709	0	0	0	2	1	0	0	5	6	0	0	4
gene_271	0	0	0	7	5	6	0	9	10	1	5	7
gene_2710	0	0	0	27	18	16	4	28	43	5	12	15
gene_2711	0	0	0	5	2	2	0	9	7	1	2	7
gene_2712	0	0	0	20	8	8	2	12	16	3	0	11
gene_2713	0	0	0	24	8	8	2	25	22	7	11	10
gene_2714	0	0	0	220	113	65	22	142	203	27	73	82
gene_2715	0	0	0	64	40	25	8	29	30	9	15	29
gene_2716	0	0	0	5	3	4	1	5	9	1	3	1
gene_2717	0	0	0	3	4	4	2	1	4	1	2	3
gene_2718	0	0	0	21	21	21	3	14	12	5	5	14
gene_2719	0	0	0	152	63	35	11	88	116	18	46	45
gene_272	0	0	0	71	17	23	2	57	51	16	21	33
gene_2720	0	0	0	313	247	208	7	59	108	11	22	32
gene_2721	0	0	0	45	24	16	2	40	50	13	12	23
gene_2722	0	0	0	26	7	9	9	24	44	13	21	17
gene_2723	0	0	0	18	3	8	5	10	27	0	1	6
gene_2724	0	0	0	30	13	8	2	34	23	6	14	17
gene_2725	0	0	0	24	17	8	3	18	21	15	11	12
gene_2726	0	0	0	7	3	6	2	6	3	0	2	2
gene_2727	0	0	0	161	94	66	13	113	112	30	61	79
gene_2728	0	0	0	47	20	18	5	34	48	7	13	26
gene_2729	0	0	0	44	15	8	5	40	29	8	15	18
gene_273	0	0	0	13	5	3	1	10	16	1	6	11
gene_2730	0	0	0	62	34	34	11	58	43	12	27	25
gene_2731	0	0	0	0	0	0	0	0	0	0	0	0
gene_2732	0	0	0	0	0	0	0	0	0	0	0	0
gene_2733	0	0	0	0	0	0	0	0	0	0	0	0
gene_2734	0	0	0	70	35	16	10	52	57	20	35	25
gene_2735	0	0	0	18	1	2	3	3	9	2	3	5
gene_2736	0	0	0	0	0	0	0	0	0	0	0	0
gene_2737	0	0	0	27	22	9	2	21	22	5	6	10
gene_2738	0	0	0	6	0	2	1	1	3	0	1	2
gene_2739	0	0	0	1476	697	395	139	1232	1281	225	492	614
gene_274	0	0	0	1	3	4	0	0	4	1	2	1
gene_2740	0	0	0	13	12	10	2	12	5	2	3	4
gene_2741	0	0	0	18	4	8	1	10	24	2	2	5
gene_2742	0	0	0	27	20	7	1	27	17	4	4	6
gene_2743	0	0	0	65	31	19	3	38	36	6	3	16
gene_2744	0	0	0	34	21	14	1	24	34	3	8	18
gene_2745	0	0	0	24	6	5	7	26	26	10	14	7
gene_2746	0	0	0	86	38	34	4	48	55	17	16	39
gene_2747	0	0	0	75	46	33	4	60	53	15	19	32
gene_2748	0	0	0	17	5	12	0	20	9	1	4	6
gene_2749	0	0	0	1	0	0	0	0	1	0	1	0
gene_275	0	0	0	44	17	14	8	22	28	4	8	9
gene_2750	0	0	0	1	0	2	0	3	4	0	1	3
gene_2751	0	0	0	52	10	20	2	27	48	22	16	19
gene_2752	0	0	0	4	5	1	2	3	3	0	1	6
gene_2753	0	0	0	0	0	0	1	0	2	0	0	0
gene_2754	0	0	0	110	45	36	23	90	106	17	46	45
gene_2755	0	0	0	69	36	20	13	47	59	12	22	19
gene_2756	0	0	0	10	5	6	3	9	1	1	3	6
gene_2757	0	0	0	20	9	11	2	6	8	1	6	4
gene_2758	0	0	0	0	0	0	0	0	0	0	0	0
gene_2759	0	0	0	3	0	0	0	1	1	0	0	0
gene_276	0	0	0	21	12	14	3	53	50	12	26	31
gene_2760	0	0	0	16	6	5	2	28	19	6	3	4
gene_2761	0	0	0	1	3	0	0	6	0	1	7	2
gene_2762	0	0	0	30	18	10	1	26	18	11	13	11
gene_2763	0	0	0	6	4	3	1	3	3	0	0	2
gene_2764	0	0	0	12	0	1	1	4	21	2	2	3
gene_2765	0	0	0	18	14	4	5	6	23	3	8	10
gene_2766	0	0	0	25	24	11	2	22	31	1	16	15
gene_2767	0	0	0	16	16	6	1	17	23	1	6	9
gene_2768	0	0	0	5	10	6	5	22	21	9	8	11
gene_2769	0	0	0	1	1	0	0	0	0	0	0	0
gene_277	0	0	0	21	8	5	4	10	16	2	7	8
gene_2770	0	0	0	12	7	6	2	11	5	3	3	7
gene_2771	0	0	0	88	27	36	16	107	105	20	52	58
gene_2772	0	0	0	69	38	28	11	63	49	19	23	39
gene_2773	0	0	0	6	0	1	0	3	1	3	6	5
gene_2774	0	0	0	13	1	2	3	15	10	2	8	13
gene_2775	0	0	0	53	41	24	5	51	48	6	15	37
gene_2776	0	0	0	38	14	12	6	27	41	7	8	12
gene_2777	0	0	0	33	20	19	1	25	36	4	11	12
gene_2778	0	0	0	7	2	3	0	5	5	1	1	2
gene_2779	0	0	0	0	0	0	0	0	0	0	0	0
gene_278	0	0	0	2	0	0	0	0	0	1	0	0
gene_2780	0	0	0	0	0	0	0	0	1	0	1	0
gene_2781	0	0	0	25	16	5	3	30	11	1	9	10
gene_2782	0	0	0	14	6	5	1	13	22	2	8	18
gene_2783	0	0	0	15	9	16	1	7	9	1	9	5
gene_2784	0	0	0	101	51	18	11	68	61	24	10	35
gene_2785	0	0	0	60	25	23	5	20	37	8	14	14
gene_2786	0	0	0	33	17	13	0	34	27	11	12	28
gene_2787	0	0	0	27	11	8	1	13	16	2	5	10
gene_2788	0	0	0	0	0	0	0	0	0	0	0	0
gene_2789	0	0	0	10	2	3	2	20	12	3	9	8
gene_279	0	0	0	5	3	2	3	17	19	5	5	2
gene_2790	0	0	0	15	4	1	2	19	18	4	11	9
gene_2791	0	0	0	0	0	0	0	0	1	0	0	4
gene_2792	0	0	0	179	104	54	14	105	117	17	28	51
gene_2793	0	0	0	18	17	9	2	14	19	2	3	11
gene_2794	0	0	0	15	15	4	4	8	5	4	5	1
gene_2795	0	0	0	3	0	3	0	3	3	0	2	2
gene_2796	0	0	0	1	1	0	0	0	0	0	1	4
gene_2797	0	0	0	283	96	74	44	266	350	58	145	146
gene_2798	0	0	0	10	11	4	1	12	15	4	2	11
gene_2799	0	0	0	28	11	15	2	27	26	5	9	16
gene_28	0	0	0	28	30	15	1	19	19	7	6	4
gene_280	0	0	0	28	18	13	2	22	16	5	18	9
gene_2800	0	0	0	27	9	18	4	22	31	4	5	21
gene_2801	0	0	0	334	176	142	28	193	221	55	97	174
gene_2802	0	0	0	1	0	0	0	0	0	0	0	0
gene_2803	0	0	0	0	0	0	0	0	2	0	0	1
gene_2804	0	0	0	0	0	0	0	0	0	0	0	0
gene_2805	0	0	0	16	12	3	1	30	32	4	12	12
gene_2806	0	0	0	21	13	12	1	12	13	0	1	6
gene_2807	0	0	0	11	4	7	2	15	14	5	6	14
gene_2808	0	0	0	0	0	0	0	0	0	0	0	0
gene_2809	0	0	0	69	39	24	7	49	48	13	30	39
gene_281	0	0	0	10	3	3	0	6	4	1	5	3
